coronal,sagittal,transversal
"(260, 106, 4)","(138, 112, 12)","(260, 164, 25)"
"(159, 59, 9)","(184, 71, 21)","(155, 202, 26)"
"(324, 74, 6)","(172, 70, 6)","(327, 171, 23)"
"(269, 135, 3)","(148, 152, 11)","(270, 160, 25)"
"(232, 127, 3)","(149, 132, 15)","(231, 160, 24)"
"(193, 113, 5)","(157, 108, 17)","(190, 170, 26)"
"(288, 108, 5)","(142, 115, 9)","(289, 165, 24)"
"(223, 125, 4)","(151, 132, 16)","(222, 169, 24)"
"(269, 88, 3)","(164, 89, 11)","(283, 169, 28)"
"(269, 135, 3)","(167, 136, 11)","(270, 166, 24)"
"(245, 145, 6)","(108, 142, 13)","(251, 157, 21)"
"(260, 70, 4)","(182, 77, 12)","(246, 141, 27)"
"(250, 123, 3)","(161, 124, 13)","(250, 164, 26)"
"(315, 165, 4)","(155, 167, 6)","(317, 169, 22)"
"(223, 177, 5)","(107, 182, 16)","(221, 155, 18)"
"(282, 115, 4)","(107, 116, 9)","(284, 105, 25)"
"(233, 193, 7)","(152, 189, 14)","(237, 146, 19)"
"(241, 72, 4)","(132, 81, 14)","(241, 172, 29)"
"(251, 65, 3)","(114, 77, 13)","(251, 155, 29)"
"(241, 136, 3)","(165, 139, 14)","(241, 162, 24)"
"(224, 81, 4)","(80, 88, 14)","(223, 182, 28)"
"(228, 70, 6)","(99, 72, 15)","(227, 165, 27)"
"(216, 132, 6)","(131, 132, 15)","(214, 156, 24)"
"(301, 45, 3)","(120, 49, 7)","(303, 156, 29)"
"(233, 115, 4)","(145, 119, 15)","(231, 172, 26)"
"(288, 112, 4)","(117, 112, 9)","(290, 145, 25)"
"(227, 123, 4)","(147, 130, 15)","(227, 165, 24)"
"(283, 101, 5)","(155, 103, 10)","(281, 166, 25)"
"(230, 138, 3)","(129, 152, 15)","(229, 164, 23)"
"(273, 156, 3)","(119, 152, 9)","(274, 151, 22)"
"(298, 94, 4)","(138, 97, 7)","(299, 139, 26)"
"(227, 120, 4)","(119, 125, 14)","(226, 150, 22)"
"(191, 166, 3)","(156, 175, 18)","(188, 144, 21)"
"(260, 47, 4)","(149, 55, 12)","(260, 170, 30)"
"(282, 124, 5)","(175, 119, 9)","(283, 181, 22)"
"(265, 132, 1)","(100, 125, 11)","(266, 135, 21)"
"(231, 219, 18)","(297, 216, 14)","(236, 293, 18)"
"(260, -36, -9)","(-10, -10, 12)","(260, -7, 41)"
"(240, 92, 2)","(154, 96, 12)","(243, 130, 25)"
"(205, 108, 1)","(137, 112, 17)","(203, 126, 23)"
"(253, 180, 6)","(146, 171, 13)","(261, 176, 18)"
"(293, 103, 3)","(155, 82, 8)","(321, 137, 26)"
"(289, 139, 4)","(163, 142, 9)","(291, 155, 24)"
"(341, 179, 7)","(165, 180, 3)","(344, 150, 21)"
"(318, 169, 6)","(116, 169, 6)","(323, 152, 19)"
"(288, 245, 6)","(128, 250, 8)","(289, 171, 14)"
"(214, 107, 3)","(163, 111, 17)","(212, 168, 26)"
"(195, 71, 3)","(133, 84, 18)","(193, 153, 30)"
"(221, 157, 4)","(141, 173, 16)","(219, 164, 21)"
"(194, 97, 4)","(124, 97, 18)","(197, 117, 26)"
"(234, 164, 3)","(145, 153, 14)","(240, 143, 20)"
"(319, 185, 4)","(117, 218, 6)","(322, 178, 17)"
"(231, 164, 3)","(160, 167, 15)","(230, 147, 19)"
"(152, 120, 7)","(187, 122, 23)","(148, 199, 24)"
"(171, 69, 7)","(136, 63, 20)","(168, 181, 27)"
"(234, 252, 11)","(183, 256, 15)","(233, 235, 10)"
"(349, 214, 7)","(164, 214, 2)","(350, 162, 16)"
"(242, 85, 6)","(140, 89, 12)","(242, 164, 27)"
"(204, 198, 7)","(163, 182, 17)","(197, 169, 20)"
"(316, 158, 3)","(159, 160, 6)","(318, 141, 19)"
"(310, 83, 7)","(203, 81, 6)","(313, 186, 26)"
"(239, 124, 4)","(167, 127, 14)","(238, 171, 24)"
"(228, 89, 5)","(121, 100, 14)","(228, 153, 26)"
"(380, 297, 9)","(216, 294, 1)","(363, 199, 7)"
"(215, 81, 6)","(160, 85, 16)","(213, 186, 27)"
"(243, 152, 7)","(104, 150, 12)","(247, 167, 21)"
"(363, 201, 9)","(157, 207, 1)","(369, 179, 18)"
"(292, 168, 4)","(155, 178, 9)","(293, 169, 21)"
"(142, 101, 9)","(141, 101, 23)","(140, 215, 24)"
"(269, 115, 3)","(153, 116, 11)","(270, 151, 25)"
"(160, 58, 7)","(201, 58, 21)","(156, 231, 28)"
"(156, 130, 5)","(138, 132, 22)","(152, 170, 25)"
"(220, 197, 4)","(104, 203, 15)","(211, 171, 18)"
"(236, 206, 5)","(181, 209, 14)","(235, 183, 16)"
"(137, 131, 8)","(180, 154, 22)","(134, 183, 19)"
"(211, 161, 5)","(172, 167, 16)","(205, 168, 20)"
"(297, 94, 4)","(183, 96, 8)","(298, 172, 25)"
"(291, 89, 19)","(321, 87, 9)","(292, 330, 27)"
"(139, 154, 12)","(219, 156, 24)","(134, 229, 21)"
"(117, 119, 13)","(240, 117, 26)","(112, 221, 24)"
"(219, 157, 4)","(98, 160, 15)","(218, 147, 22)"
"(364, 175, 8)","(179, 150, 0)","(380, 207, 19)"
"(337, 151, 9)","(180, 149, 4)","(341, 190, 21)"
"(318, 86, 1)","(111, 83, 4)","(326, 133, 28)"
"(149, 139, 10)","(141, 143, 22)","(145, 208, 18)"
"(361, 88, 8)","(193, 80, 2)","(366, 202, 25)"
"(326, 171, 2)","(134, 182, 5)","(329, 146, 20)"
"(315, 153, 6)","(169, 139, 6)","(317, 192, 20)"
"(136, 278, 13)","(213, 281, 23)","(136, 237, 9)"
"(368, 118, 9)","(193, 118, 0)","(373, 215, 23)"
"(312, 146, 4)","(116, 150, 6)","(314, 162, 20)"
"(209, 108, 6)","(117, 112, 15)","(214, 113, 26)"
"(331, 152, 4)","(154, 157, 5)","(334, 149, 23)"
"(135, 75, 4)","(155, 97, 24)","(129, 153, 25)"
"(361, 152, 10)","(167, 154, 1)","(367, 196, 19)"
"(252, 259, 9)","(234, 247, 12)","(259, 231, 12)"
"(185, 129, 3)","(130, 125, 17)","(178, 128, 24)"
"(159, 142, 6)","(158, 148, 19)","(158, 150, 21)"
"(355, 139, 10)","(210, 186, -1)","(377, 208, 23)"
"(327, 118, 4)","(117, 119, 5)","(330, 149, 25)"
"(313, 62, 6)","(151, 76, 6)","(316, 181, 30)"
"(288, 120, 7)","(173, 117, 7)","(302, 202, 24)"
"(206, 141, 4)","(160, 151, 17)","(204, 163, 21)"
"(224, 137, 3)","(156, 151, 16)","(221, 140, 22)"
"(217, 117, 4)","(92, 121, 15)","(215, 138, 24)"
"(378, 88, 10)","(239, 90, 0)","(383, 239, 26)"
"(161, 157, 7)","(177, 157, 21)","(161, 191, 18)"
"(208, 133, 3)","(153, 134, 17)","(207, 159, 25)"
"(217, 183, 3)","(166, 190, 16)","(215, 155, 21)"
"(209, 155, 4)","(148, 171, 16)","(203, 145, 19)"
"(158, 141, 11)","(201, 138, 20)","(146, 238, 26)"
"(309, 84, 3)","(152, 86, 7)","(311, 150, 28)"
"(172, 132, 8)","(209, 137, 21)","(168, 214, 22)"
"(346, 111, 7)","(140, 105, 3)","(349, 156, 22)"
"(374, 226, 11)","(246, 227, -1)","(379, 244, 15)"
"(381, 108, 3)","(157, 98, -1)","(387, 152, 17)"
"(227, 117, 5)","(158, 123, 14)","(226, 166, 25)"
"(355, 191, 4)","(170, 188, 3)","(341, 159, 18)"
"(363, 287, 11)","(229, 286, 3)","(369, 222, 12)"
"(349, 99, 4)","(152, 106, 3)","(345, 155, 24)"
"(180, 115, 6)","(178, 118, 20)","(177, 188, 25)"
"(166, 236, 6)","(172, 234, 20)","(163, 155, 16)"
"(363, 187, 8)","(188, 163, 1)","(367, 208, 19)"
"(201, 161, 4)","(171, 166, 17)","(232, 131, 21)"
"(271, 46, 1)","(141, 45, 10)","(272, 135, 30)"
"(162, 104, 6)","(184, 108, 21)","(158, 196, 25)"
"(279, 87, 4)","(177, 92, 10)","(280, 144, 26)"
"(357, 121, 6)","(147, 131, 2)","(361, 185, 25)"
"(269, 44, 5)","(191, 45, 11)","(270, 176, 30)"
"(314, 172, 3)","(154, 156, 5)","(312, 159, 22)"
"(223, 81, 2)","(153, 86, 16)","(222, 143, 27)"
"(320, 42, 5)","(160, 50, 6)","(322, 173, 31)"
"(131, 126, 12)","(258, 126, 24)","(125, 253, 23)"
"(236, 80, 5)","(151, 81, 13)","(241, 181, 29)"
"(362, 226, 11)","(211, 240, 3)","(361, 209, 15)"
"(282, 82, 4)","(150, 89, 10)","(283, 153, 28)"
"(286, 97, 1)","(113, 107, 9)","(242, 100, 28)"
"(169, 104, 6)","(183, 104, 21)","(151, 205, 25)"
"(186, 164, 5)","(98, 175, 19)","(183, 170, 20)"
"(276, 116, 3)","(155, 117, 10)","(277, 164, 25)"
"(261, 107, 4)","(116, 107, 10)","(254, 159, 25)"
"(217, 61, 5)","(152, 67, 15)","(216, 148, 29)"
"(306, 166, 5)","(163, 174, 7)","(308, 184, 21)"
"(390, 184, 10)","(215, 179, 0)","(394, 217, 18)"
"(214, 144, 5)","(108, 153, 16)","(212, 152, 23)"
"(165, 201, 6)","(172, 217, 21)","(163, 164, 17)"
"(228, 139, 4)","(100, 131, 14)","(227, 166, 24)"
"(214, 68, 2)","(79, 72, 16)","(212, 135, 27)"
"(190, 147, 2)","(122, 161, 18)","(187, 155, 22)"
"(200, 117, 4)","(105, 125, 17)","(198, 135, 23)"
"(324, 109, 4)","(145, 118, 6)","(327, 124, 24)"
"(182, 99, 5)","(121, 89, 19)","(178, 161, 23)"
"(214, 168, 4)","(171, 169, 16)","(213, 174, 21)"
"(323, 56, 6)","(94, 58, 5)","(323, 150, 31)"
"(316, 66, 3)","(146, 70, 6)","(319, 154, 30)"
"(361, 123, 10)","(184, 123, 2)","(366, 208, 24)"
"(160, 108, 7)","(155, 116, 22)","(157, 170, 24)"
"(250, 54, 4)","(168, 45, 13)","(250, 157, 29)"
"(292, 57, 2)","(120, 66, 7)","(294, 145, 30)"
"(182, 17, 4)","(133, 28, 18)","(176, 167, 32)"
"(291, 107, 4)","(124, 102, 10)","(285, 137, 26)"
"(324, 190, 1)","(128, 199, 5)","(327, 123, 15)"
"(206, 143, 4)","(147, 136, 17)","(202, 137, 22)"
"(297, 46, 5)","(121, 66, 8)","(299, 155, 31)"
"(168, 89, 4)","(159, 92, 20)","(165, 173, 23)"
"(213, 136, 5)","(155, 148, 15)","(218, 170, 24)"
"(270, 99, 7)","(159, 107, 10)","(274, 198, 25)"
"(298, 125, 5)","(151, 134, 8)","(299, 162, 23)"
"(337, 85, 6)","(130, 89, 4)","(341, 157, 24)"
"(321, 115, 4)","(118, 128, 5)","(323, 142, 23)"
"(350, 137, 9)","(197, 140, 3)","(354, 218, 22)"
"(287, 204, 3)","(157, 217, 9)","(288, 166, 17)"
"(235, 217, 6)","(112, 220, 13)","(234, 176, 16)"
"(214, 148, 3)","(157, 141, 16)","(213, 169, 23)"
"(170, 140, 8)","(161, 143, 20)","(165, 165, 22)"
"(366, 122, 9)","(214, 122, 2)","(371, 224, 25)"
"(288, 141, 5)","(173, 145, 9)","(289, 164, 21)"
"(260, 80, 5)","(175, 83, 12)","(260, 175, 28)"
"(185, 102, 3)","(158, 103, 19)","(183, 151, 25)"
"(267, 143, 3)","(147, 146, 11)","(266, 124, 23)"
"(163, 189, 5)","(188, 191, 21)","(160, 183, 16)"
"(201, 130, 2)","(148, 137, 17)","(199, 126, 23)"
"(211, 49, 3)","(151, 49, 16)","(209, 176, 28)"
"(241, 137, 3)","(157, 142, 14)","(240, 157, 24)"
"(280, 105, 5)","(181, 108, 10)","(281, 190, 28)"
"(264, 80, 6)","(164, 78, 11)","(267, 170, 24)"
"(225, 153, 4)","(143, 148, 14)","(223, 131, 22)"
"(194, 126, 7)","(171, 132, 18)","(191, 180, 22)"
"(258, 139, 5)","(166, 142, 13)","(297, 183, 21)"
"(233, 152, 5)","(126, 162, 12)","(238, 135, 23)"
"(261, 112, 2)","(139, 114, 11)","(256, 128, 25)"
"(192, 115, 4)","(151, 119, 17)","(190, 161, 24)"
"(224, 88, 3)","(135, 120, 13)","(225, 150, 24)"
"(200, 118, 3)","(124, 116, 17)","(200, 129, 26)"
"(241, 123, 5)","(171, 128, 13)","(238, 165, 24)"
"(278, 122, 3)","(100, 129, 9)","(280, 157, 25)"
"(199, 145, 6)","(157, 147, 17)","(196, 130, 22)"
"(249, 69, 4)","(126, 72, 12)","(249, 150, 28)"
"(227, 128, 4)","(151, 133, 14)","(226, 138, 23)"
"(239, 91, 4)","(104, 96, 13)","(247, 109, 25)"
"(218, 168, 5)","(137, 163, 16)","(223, 143, 21)"
"(240, 98, 4)","(174, 101, 14)","(239, 172, 26)"
"(260, 100, 5)","(171, 106, 11)","(261, 173, 27)"
"(294, 87, 3)","(138, 108, 8)","(286, 153, 26)"
"(238, 78, 5)","(92, 79, 14)","(236, 77, 29)"
"(261, 92, 5)","(126, 95, 11)","(261, 170, 24)"
"(208, 172, 4)","(126, 172, 16)","(196, 115, 20)"
"(216, 102, 4)","(165, 119, 14)","(215, 168, 26)"
"(324, 103, 3)","(140, 109, 4)","(327, 159, 25)"
"(229, 135, 3)","(143, 138, 14)","(229, 128, 21)"
"(250, 101, 3)","(153, 109, 12)","(250, 156, 23)"
"(313, 149, 3)","(147, 132, 7)","(309, 173, 22)"
"(250, 145, 3)","(149, 147, 12)","(244, 133, 21)"
"(270, 172, 5)","(179, 177, 11)","(270, 140, 21)"
"(238, 91, 5)","(136, 95, 14)","(229, 146, 26)"
"(275, 83, 4)","(134, 83, 10)","(275, 137, 29)"
"(305, 47, 5)","(148, 49, 7)","(308, 146, 29)"
"(250, 118, 3)","(155, 125, 13)","(250, 138, 24)"
"(217, 83, 2)","(119, 95, 16)","(215, 123, 26)"
"(221, 82, 5)","(147, 79, 14)","(220, 135, 28)"
"(280, 145, 4)","(167, 149, 10)","(280, 162, 21)"
"(297, 88, 2)","(135, 88, 8)","(298, 145, 26)"
"(291, 128, 4)","(115, 122, 9)","(310, 132, 24)"
"(283, 117, 5)","(97, 119, 11)","(280, 106, 27)"
"(283, 108, 4)","(144, 109, 9)","(285, 142, 25)"
"(231, 81, 4)","(135, 89, 13)","(231, 128, 29)"
"(247, 98, 5)","(133, 101, 13)","(247, 132, 27)"
"(293, 151, 5)","(145, 155, 7)","(292, 159, 21)"
"(231, 157, 3)","(156, 160, 14)","(229, 147, 20)"
"(304, 116, 3)","(147, 122, 7)","(306, 150, 24)"
"(240, 110, 4)","(150, 114, 14)","(240, 171, 26)"
"(280, 152, 3)","(151, 153, 10)","(280, 146, 20)"
"(225, 86, 2)","(127, 85, 14)","(220, 131, 27)"
"(218, 85, 2)","(105, 82, 15)","(217, 140, 26)"
"(260, 108, 4)","(173, 109, 12)","(260, 184, 25)"
"(299, 173, 3)","(154, 176, 8)","(301, 160, 21)"
"(247, 88, 2)","(134, 95, 12)","(245, 128, 27)"
"(280, 106, 5)","(173, 97, 10)","(281, 190, 25)"
"(232, 97, 4)","(133, 104, 15)","(231, 150, 28)"
"(260, 75, 7)","(150, 84, 12)","(260, 207, 27)"
"(203, 151, 5)","(148, 155, 17)","(207, 136, 22)"
"(217, 151, 5)","(119, 148, 16)","(215, 179, 22)"
"(239, 98, 5)","(131, 97, 13)","(238, 167, 25)"
"(299, 86, 8)","(182, 86, 8)","(301, 186, 26)"
"(259, 76, 6)","(155, 80, 12)","(262, 160, 26)"
"(250, 101, 3)","(161, 105, 12)","(250, 156, 26)"
"(312, 158, 6)","(124, 158, 6)","(314, 186, 22)"
"(248, 127, 3)","(85, 130, 12)","(249, 131, 26)"
"(323, 125, 2)","(162, 121, 6)","(327, 149, 24)"
"(247, 101, 5)","(144, 112, 14)","(247, 170, 27)"
"(260, 93, 3)","(156, 97, 12)","(260, 165, 25)"
"(267, 119, 5)","(138, 117, 12)","(270, 160, 24)"
"(261, 214, 6)","(117, 220, 11)","(255, 159, 16)"
"(250, 142, 6)","(191, 125, 12)","(251, 188, 21)"
"(260, 134, 5)","(147, 140, 12)","(260, 185, 22)"
"(242, 239, 10)","(232, 241, 14)","(241, 237, 13)"
"(250, 255, 6)","(167, 254, 12)","(250, 164, 10)"
"(217, 177, 4)","(139, 183, 15)","(221, 146, 19)"
"(208, 108, 7)","(162, 105, 15)","(204, 174, 24)"
"(220, 79, 4)","(164, 85, 16)","(219, 167, 28)"
"(260, 265, 19)","(269, 266, 11)","(272, 281, 11)"
"(241, 255, 10)","(234, 258, 14)","(240, 230, 10)"
"(272, 83, 4)","(118, 88, 10)","(274, 131, 28)"
"(314, 185, 6)","(107, 183, 5)","(335, 116, 19)"
"(243, 100, 4)","(98, 103, 12)","(242, 168, 27)"
"(321, 173, 4)","(171, 177, 6)","(324, 172, 20)"
"(280, 210, 4)","(165, 238, 10)","(281, 169, 15)"
"(305, 168, 5)","(174, 171, 7)","(308, 175, 21)"
"(250, 99, 4)","(165, 103, 12)","(249, 158, 27)"
"(272, 133, 4)","(148, 138, 10)","(273, 157, 21)"
"(186, 176, 5)","(131, 180, 19)","(192, 128, 20)"
"(298, 190, 3)","(153, 185, 9)","(299, 162, 17)"
"(236, 268, 11)","(255, 252, 13)","(236, 247, 10)"
"(174, 165, 3)","(165, 170, 20)","(171, 155, 19)"
"(205, 55, 2)","(129, 59, 17)","(215, 129, 31)"
"(280, 116, 5)","(129, 119, 9)","(281, 163, 23)"
"(217, 130, 1)","(133, 136, 15)","(215, 130, 25)"
"(229, 252, 10)","(240, 252, 14)","(227, 238, 12)"
"(302, 114, 3)","(129, 119, 7)","(313, 112, 23)"
"(272, 192, 7)","(164, 201, 10)","(273, 177, 17)"
"(164, 220, 6)","(129, 211, 20)","(161, 173, 15)"
"(232, 233, 18)","(302, 229, 14)","(233, 277, 12)"
"(238, 274, 11)","(221, 268, 14)","(238, 238, 9)"
"(152, 191, 4)","(150, 208, 22)","(147, 166, 20)"
"(239, 195, 6)","(135, 194, 12)","(241, 147, 19)"
"(279, 191, 17)","(289, 187, 9)","(290, 307, 19)"
"(299, 169, 16)","(293, 166, 8)","(301, 306, 19)"
"(223, 96, 4)","(121, 96, 14)","(230, 138, 27)"
"(309, 85, 6)","(116, 75, 7)","(310, 155, 29)"
"(254, 220, 17)","(295, 178, 13)","(255, 287, 18)"
"(237, 93, 4)","(161, 92, 14)","(231, 162, 27)"
"(247, 209, 5)","(161, 217, 12)","(249, 170, 14)"
"(279, 248, 13)","(240, 247, 9)","(280, 265, 12)"
"(327, 135, 3)","(187, 137, 5)","(330, 156, 21)"
"(261, 226, 17)","(298, 212, 11)","(262, 304, 13)"
"(267, 150, 3)","(148, 132, 10)","(270, 153, 20)"
"(292, 152, 3)","(152, 139, 8)","(290, 152, 22)"
"(344, 178, 9)","(160, 171, 4)","(343, 207, 19)"
"(250, 69, 8)","(139, 105, 12)","(242, 148, 27)"
"(299, 138, 3)","(170, 141, 8)","(301, 146, 26)"
"(264, 82, 4)","(157, 75, 11)","(263, 165, 25)"
"(283, 156, 4)","(157, 156, 9)","(285, 160, 19)"
"(203, 161, 5)","(121, 167, 18)","(201, 163, 20)"
"(227, 134, 4)","(143, 135, 14)","(226, 138, 22)"
"(294, 188, 3)","(152, 194, 8)","(296, 150, 20)"
"(328, 153, 5)","(152, 161, 5)","(331, 134, 21)"
"(172, 164, 8)","(179, 174, 20)","(168, 194, 17)"
"(235, 196, 3)","(132, 194, 14)","(229, 130, 18)"
"(224, 157, 4)","(147, 149, 15)","(219, 150, 21)"
"(236, 265, 11)","(242, 262, 14)","(236, 250, 12)"
"(146, 169, 8)","(201, 171, 22)","(141, 196, 21)"
"(156, 176, 5)","(176, 173, 22)","(152, 182, 18)"
"(186, 164, 4)","(126, 170, 18)","(186, 135, 18)"
"(262, 166, 5)","(134, 166, 12)","(232, 128, 21)"
"(238, 204, 5)","(144, 204, 14)","(237, 136, 16)"
"(201, 132, 7)","(146, 145, 17)","(198, 155, 21)"
"(249, 202, 15)","(242, 200, 12)","(247, 274, 15)"
"(177, 139, 5)","(160, 148, 19)","(173, 173, 19)"
"(212, 173, 6)","(144, 170, 15)","(239, 142, 19)"
"(157, 155, 9)","(208, 155, 23)","(131, 208, 19)"
"(282, 110, 2)","(123, 120, 8)","(283, 130, 27)"
"(220, 231, 5)","(157, 233, 16)","(220, 139, 16)"
"(289, 64, 5)","(159, 79, 9)","(291, 180, 28)"
"(211, 141, 4)","(151, 147, 16)","(222, 138, 23)"
"(230, 113, 7)","(141, 115, 13)","(228, 158, 24)"
"(270, 123, 5)","(157, 126, 11)","(270, 166, 22)"
"(206, 98, 6)","(150, 104, 17)","(195, 139, 24)"
"(326, 150, 6)","(169, 156, 5)","(329, 194, 20)"
"(194, 142, 7)","(131, 142, 18)","(192, 200, 22)"
"(239, 126, 6)","(110, 132, 14)","(238, 185, 24)"
"(283, 104, 7)","(158, 106, 9)","(284, 183, 26)"
"(200, 114, 3)","(164, 117, 18)","(198, 157, 25)"
"(254, 107, 5)","(147, 106, 12)","(258, 158, 27)"
"(250, 60, 4)","(146, 62, 12)","(250, 149, 27)"
"(238, 111, 4)","(147, 120, 13)","(238, 151, 24)"
"(308, 154, 6)","(162, 156, 6)","(321, 161, 21)"
"(246, 96, 7)","(121, 102, 13)","(245, 138, 23)"
"(302, 104, 5)","(148, 107, 7)","(310, 180, 24)"
"(271, 111, 7)","(160, 111, 11)","(272, 168, 25)"
"(240, 125, 4)","(166, 133, 14)","(239, 156, 21)"
"(290, 175, 5)","(136, 175, 8)","(319, 141, 20)"
"(227, 149, 4)","(86, 155, 14)","(231, 149, 20)"
"(278, 146, 5)","(179, 147, 10)","(283, 176, 22)"
"(266, 104, 3)","(145, 106, 10)","(269, 143, 24)"
"(182, 103, 3)","(137, 108, 19)","(179, 147, 25)"
"(260, 89, 4)","(133, 97, 12)","(260, 140, 29)"
"(232, 174, 3)","(140, 178, 14)","(230, 156, 19)"
"(196, 132, 3)","(81, 136, 18)","(193, 103, 23)"
"(250, 132, 6)","(127, 135, 12)","(250, 123, 24)"
"(187, 177, 4)","(144, 169, 17)","(192, 147, 22)"
"(321, 183, 6)","(132, 176, 2)","(343, 128, 18)"
"(251, 56, 3)","(137, 53, 13)","(250, 148, 30)"
"(207, 101, 5)","(148, 94, 16)","(207, 164, 27)"
"(271, 57, 5)","(116, 82, 11)","(265, 173, 27)"
"(129, 152, 9)","(203, 152, 22)","(145, 184, 20)"
"(195, 232, 6)","(132, 250, 16)","(204, 133, 15)"
"(260, 111, 2)","(141, 108, 12)","(260, 137, 27)"
"(233, 146, 6)","(170, 148, 15)","(232, 184, 22)"
"(272, 214, 17)","(320, 207, 10)","(273, 318, 17)"
"(260, 122, 2)","(145, 101, 11)","(266, 139, 27)"
"(186, 149, 5)","(183, 152, 19)","(183, 166, 24)"
"(282, 200, 18)","(287, 208, 9)","(284, 295, 18)"
"(229, 167, 2)","(129, 171, 15)","(217, 128, 21)"
"(260, 77, 4)","(136, 82, 11)","(261, 143, 27)"
"(270, 63, 3)","(157, 69, 11)","(270, 152, 29)"
"(317, 62, 3)","(139, 68, 6)","(320, 141, 27)"
"(231, 136, 3)","(135, 135, 13)","(240, 137, 23)"
"(233, 99, 3)","(155, 105, 13)","(233, 165, 24)"
"(233, 91, 4)","(159, 89, 15)","(231, 173, 26)"
"(211, 124, 4)","(171, 125, 16)","(209, 152, 24)"
