coronal,sagittal,transversal
"(269, 250, 14)","(276, 251, 11)","(270, 266, 14)"
"(262, 248, 14)","(260, 246, 11)","(269, 264, 13)"
"(250, 226, 17)","(255, 225, 13)","(250, 285, 13)"
"(238, 212, 17)","(233, 198, 13)","(237, 320, 15)"
"(270, 206, 16)","(275, 205, 11)","(270, 300, 13)"
"(250, 230, 19)","(305, 246, 12)","(261, 307, 14)"
"(245, 229, 12)","(248, 226, 12)","(248, 255, 15)"
"(248, 279, 14)","(245, 274, 12)","(245, 243, 11)"
"(261, 226, 18)","(277, 218, 11)","(258, 300, 20)"
"(232, 230, 15)","(283, 224, 14)","(232, 281, 14)"
"(266, 225, 17)","(249, 217, 11)","(267, 263, 14)"
"(261, 241, 13)","(270, 242, 11)","(261, 273, 12)"
"(272, 239, 14)","(250, 231, 10)","(273, 259, 15)"
"(250, 222, 18)","(306, 220, 12)","(249, 306, 14)"
"(261, 199, 17)","(309, 194, 11)","(261, 299, 17)"
"(260, 239, 15)","(285, 239, 12)","(260, 275, 15)"
"(249, 217, 15)","(272, 218, 12)","(251, 277, 16)"
"(263, 252, 14)","(261, 252, 12)","(255, 256, 13)"
"(243, 243, 16)","(244, 241, 14)","(239, 255, 13)"
"(260, 251, 14)","(277, 250, 12)","(260, 284, 12)"
"(240, 226, 13)","(265, 221, 14)","(239, 274, 16)"
"(250, 259, 12)","(180, 258, 12)","(249, 217, 11)"
"(260, 235, 14)","(250, 231, 11)","(260, 283, 16)"
"(260, 232, 13)","(269, 231, 11)","(260, 263, 14)"
"(267, 246, 16)","(258, 233, 11)","(267, 265, 12)"
"(241, 243, 16)","(269, 239, 13)","(226, 272, 14)"
"(270, 214, 17)","(255, 214, 11)","(265, 295, 17)"
"(261, 235, 13)","(253, 239, 11)","(262, 273, 13)"
"(269, 212, 17)","(298, 213, 11)","(269, 303, 16)"
"(261, 219, 18)","(313, 213, 11)","(261, 288, 12)"
"(261, 252, 16)","(311, 250, 12)","(261, 297, 13)"
"(266, 247, 16)","(281, 241, 11)","(267, 289, 12)"
"(240, 242, 16)","(263, 240, 13)","(246, 274, 15)"
"(252, 244, 15)","(246, 237, 12)","(250, 245, 14)"
"(272, 242, 13)","(275, 241, 10)","(268, 250, 14)"
"(270, 235, 15)","(290, 226, 11)","(269, 287, 15)"
"(235, 273, 15)","(219, 273, 14)","(236, 219, 13)"
"(250, 248, 13)","(267, 246, 13)","(250, 242, 10)"
"(248, 267, 15)","(276, 239, 13)","(248, 293, 12)"
"(251, 223, 15)","(291, 220, 13)","(250, 286, 16)"
"(250, 246, 13)","(262, 232, 12)","(249, 250, 10)"
"(247, 227, 16)","(261, 225, 12)","(246, 261, 13)"
"(241, 251, 15)","(210, 253, 12)","(243, 271, 12)"
"(241, 259, 17)","(273, 236, 12)","(243, 295, 12)"
"(259, 244, 15)","(252, 242, 11)","(259, 249, 14)"
"(249, 215, 16)","(275, 202, 13)","(249, 299, 16)"
"(260, 207, 16)","(239, 204, 11)","(260, 261, 13)"
"(270, 232, 15)","(289, 233, 11)","(272, 283, 16)"
"(250, 236, 14)","(270, 228, 13)","(250, 272, 12)"
"(232, 238, 15)","(185, 239, 13)","(230, 225, 12)"
"(262, 213, 18)","(255, 207, 12)","(265, 297, 14)"
"(242, 225, 15)","(287, 225, 14)","(241, 280, 15)"
"(260, 221, 13)","(262, 220, 12)","(260, 255, 15)"
"(232, 245, 0)","(132, 249, 15)","(231, 126, 13)"
"(245, 233, 15)","(224, 229, 13)","(259, 243, 12)"
"(276, 234, 17)","(217, 234, 11)","(280, 227, 13)"
"(254, 244, 16)","(271, 226, 12)","(247, 291, 14)"
"(250, 256, 16)","(242, 249, 12)","(248, 238, 15)"
"(263, 261, 14)","(259, 252, 11)","(261, 262, 12)"
"(247, 238, 13)","(242, 239, 12)","(261, 236, 14)"
"(250, 243, 15)","(256, 242, 13)","(243, 280, 14)"
"(262, 239, 13)","(262, 247, 11)","(261, 266, 14)"
"(269, 211, 15)","(287, 208, 11)","(270, 289, 15)"
"(240, 233, 16)","(302, 231, 13)","(239, 303, 14)"
"(250, 225, 14)","(285, 225, 13)","(255, 282, 14)"
"(242, 230, 20)","(326, 227, 14)","(241, 342, 15)"
"(240, 232, 15)","(256, 224, 14)","(239, 273, 13)"
"(265, 237, 16)","(267, 231, 11)","(265, 269, 12)"
"(252, 248, 15)","(262, 247, 12)","(252, 286, 13)"
"(252, 229, 16)","(282, 209, 11)","(271, 305, 15)"
"(250, 223, 15)","(277, 222, 13)","(250, 283, 14)"
"(250, 220, 16)","(273, 216, 12)","(249, 275, 13)"
"(250, 201, 15)","(274, 200, 12)","(250, 283, 15)"
"(260, 225, 13)","(268, 225, 12)","(260, 263, 15)"
"(270, 210, 16)","(274, 206, 11)","(270, 300, 15)"
"(249, 233, 16)","(255, 233, 14)","(251, 253, 15)"
"(260, 227, 12)","(232, 227, 12)","(260, 261, 14)"
"(250, 264, 15)","(244, 264, 12)","(250, 297, 12)"
"(243, 219, 17)","(261, 219, 13)","(238, 266, 16)"
"(248, 232, 15)","(292, 217, 12)","(248, 300, 15)"
"(271, 187, 16)","(299, 179, 10)","(271, 302, 17)"
"(254, 224, 14)","(267, 223, 13)","(252, 277, 15)"
"(245, 278, 13)","(205, 268, 12)","(245, 208, 10)"
"(240, 232, 13)","(267, 232, 14)","(240, 257, 13)"
"(246, 254, 16)","(248, 254, 12)","(247, 267, 13)"
"(252, 209, 13)","(268, 208, 13)","(238, 268, 15)"
"(248, 267, 15)","(229, 254, 13)","(272, 232, 12)"
"(250, 211, 16)","(254, 206, 12)","(251, 276, 12)"
"(261, 226, 13)","(207, 229, 11)","(261, 265, 14)"
"(260, 228, 16)","(271, 212, 12)","(260, 305, 11)"
"(277, 263, 14)","(236, 254, 10)","(278, 253, 13)"
"(260, 250, 13)","(249, 248, 12)","(260, 272, 11)"
"(267, 268, 17)","(246, 264, 11)","(268, 254, 12)"
"(250, 232, 16)","(295, 230, 12)","(249, 293, 14)"
"(261, 235, 15)","(281, 229, 11)","(260, 285, 13)"
"(280, 254, 17)","(283, 260, 10)","(281, 310, 11)"
"(255, 240, 15)","(283, 209, 11)","(255, 279, 13)"
"(261, 201, 17)","(295, 198, 11)","(261, 299, 16)"
"(259, 235, 15)","(264, 230, 11)","(264, 279, 12)"
"(260, 194, 15)","(282, 192, 12)","(260, 290, 17)"
"(272, 221, 16)","(263, 217, 10)","(273, 281, 13)"
"(242, 234, 15)","(251, 216, 13)","(253, 262, 12)"
"(248, 251, 19)","(287, 248, 12)","(248, 290, 13)"
"(250, 232, 12)","(309, 228, 13)","(250, 282, 13)"
"(261, 196, 15)","(227, 194, 12)","(261, 249, 13)"
"(279, 243, 16)","(306, 243, 10)","(280, 298, 15)"
"(239, 216, 18)","(234, 214, 13)","(238, 288, 15)"
"(242, 247, 13)","(255, 241, 14)","(241, 257, 14)"
"(262, 258, 11)","(234, 250, 10)","(270, 232, 13)"
"(270, 234, 15)","(290, 234, 11)","(271, 286, 14)"
"(260, 203, 17)","(283, 212, 11)","(260, 306, 14)"
"(251, 228, 15)","(274, 227, 13)","(255, 285, 15)"
"(241, 207, 16)","(266, 201, 14)","(240, 294, 17)"
"(260, 224, 19)","(287, 220, 11)","(260, 310, 14)"
"(270, 242, 17)","(302, 236, 11)","(267, 312, 13)"
"(267, 232, 15)","(248, 227, 12)","(264, 282, 16)"
"(245, 250, 17)","(273, 251, 12)","(246, 295, 11)"
"(250, 243, 14)","(233, 240, 12)","(250, 253, 12)"
"(249, 271, 13)","(239, 270, 12)","(249, 237, 9)"
"(280, 245, 13)","(260, 245, 10)","(280, 252, 9)"
"(278, 209, 15)","(288, 210, 10)","(279, 294, 13)"
"(260, 278, 14)","(260, 278, 12)","(260, 271, 13)"
"(252, 217, 18)","(270, 214, 10)","(252, 328, 16)"
"(239, 251, 15)","(262, 244, 12)","(240, 270, 11)"
"(260, 245, 17)","(287, 245, 12)","(260, 301, 13)"
"(250, 230, 14)","(272, 230, 13)","(250, 271, 11)"
"(260, 232, 15)","(224, 226, 12)","(260, 290, 14)"
"(248, 243, 13)","(222, 243, 13)","(246, 222, 12)"
"(253, 243, 13)","(245, 242, 12)","(261, 243, 13)"
"(260, 230, 14)","(260, 229, 12)","(260, 277, 10)"
"(239, 228, 16)","(215, 223, 14)","(238, 270, 14)"
"(260, 231, 13)","(264, 224, 11)","(261, 258, 14)"
