coronal,sagittal,transversal
"(211, 272, 7)","(214, 273, 15)","(209, 202, 11)"
"(215, 256, 15)","(306, 254, 14)","(213, 301, 12)"
"(331, 257, 18)","(298, 256, 4)","(334, 308, 15)"
"(307, 265, 12)","(208, 265, 6)","(316, 232, 7)"
"(197, 260, 9)","(227, 263, 18)","(194, 220, 11)"
"(317, 273, 8)","(211, 276, 7)","(319, 214, 14)"
"(361, 253, 16)","(305, 255, 1)","(365, 289, 8)"
"(332, 281, 19)","(296, 263, 6)","(333, 299, 8)"
"(208, 257, 16)","(287, 256, 15)","(206, 309, 10)"
"(150, 310, 19)","(264, 311, 22)","(147, 302, 9)"
"(306, 280, 10)","(236, 282, 8)","(308, 232, 11)"
"(188, 272, 12)","(207, 276, 20)","(200, 213, 13)"
"(171, 294, 19)","(287, 294, 19)","(168, 319, 6)"
"(183, 243, 11)","(265, 243, 21)","(181, 256, 12)"
"(206, 273, 20)","(260, 272, 17)","(206, 307, 9)"
"(328, 277, 10)","(214, 275, 4)","(339, 240, 9)"
"(191, 267, 20)","(293, 263, 20)","(196, 306, 10)"
"(316, 279, 8)","(229, 283, 4)","(318, 222, 13)"
"(348, 263, 17)","(317, 261, 2)","(352, 322, 11)"
"(160, 280, 11)","(228, 281, 22)","(156, 229, 11)"
"(315, 266, 19)","(264, 289, 4)","(318, 325, 9)"
"(190, 252, 9)","(227, 250, 18)","(187, 215, 11)"
"(322, 279, 17)","(283, 266, 5)","(324, 317, 8)"
"(324, 254, 10)","(256, 246, 4)","(325, 247, 11)"
"(361, 267, 20)","(279, 267, 4)","(366, 281, 13)"
"(326, 294, 13)","(216, 293, 6)","(330, 226, 9)"
"(173, 262, 19)","(281, 262, 19)","(174, 299, 9)"
"(205, 252, 19)","(330, 246, 18)","(203, 330, 9)"
"(186, 292, 17)","(264, 305, 17)","(183, 302, 10)"
"(309, 266, 8)","(219, 268, 6)","(311, 184, 9)"
"(351, 274, 15)","(313, 272, 2)","(355, 297, 10)"
"(317, 262, 10)","(229, 264, 7)","(320, 224, 9)"
"(339, 260, 18)","(337, 258, 4)","(342, 314, 13)"
"(343, 294, 19)","(288, 288, 5)","(346, 292, 9)"
"(214, 277, 8)","(182, 280, 14)","(214, 220, 9)"
"(206, 305, 13)","(180, 310, 17)","(212, 223, 9)"
"(301, 269, 17)","(273, 263, 6)","(302, 273, 15)"
"(198, 277, 18)","(279, 277, 18)","(199, 301, 9)"
"(182, 272, 19)","(307, 273, 18)","(179, 327, 8)"
"(294, 255, 16)","(303, 253, 8)","(296, 310, 13)"
"(200, 266, 16)","(322, 267, 18)","(194, 312, 12)"
"(297, 251, 9)","(213, 251, 6)","(299, 236, 10)"
"(357, 263, 15)","(303, 262, 0)","(361, 302, 12)"
"(172, 263, 15)","(293, 262, 19)","(168, 289, 10)"
"(301, 284, 17)","(309, 264, 7)","(295, 322, 8)"
"(198, 283, 10)","(244, 280, 17)","(196, 236, 9)"
"(195, 287, 16)","(303, 254, 15)","(193, 311, 9)"
"(364, 260, 16)","(237, 257, 2)","(352, 305, 9)"
"(211, 270, 10)","(235, 266, 17)","(209, 215, 12)"
"(222, 270, 12)","(215, 270, 17)","(225, 241, 8)"
"(312, 290, 15)","(289, 283, 4)","(314, 299, 8)"
"(180, 264, 11)","(211, 265, 21)","(190, 197, 14)"
"(348, 259, 20)","(245, 259, 3)","(345, 300, 8)"
"(373, 272, 21)","(278, 266, 2)","(378, 283, 11)"
"(340, 291, 10)","(224, 326, 3)","(343, 222, 9)"
"(307, 251, 17)","(317, 248, 6)","(309, 309, 13)"
"(352, 282, 15)","(270, 283, 3)","(356, 284, 11)"
"(319, 267, 20)","(318, 252, 7)","(317, 313, 7)"
"(350, 282, 17)","(317, 278, 3)","(354, 301, 9)"
"(367, 263, 15)","(278, 261, -1)","(372, 276, 8)"
"(134, 256, 14)","(261, 264, 23)","(129, 273, 10)"
"(220, 253, 17)","(294, 248, 13)","(219, 319, 12)"
"(193, 290, 15)","(301, 283, 19)","(191, 304, 9)"
"(168, 255, 9)","(211, 258, 18)","(168, 232, 10)"
"(182, 255, 18)","(310, 247, 20)","(180, 305, 11)"
"(348, 260, 20)","(322, 258, 2)","(351, 328, 10)"
"(305, 264, 13)","(204, 260, 7)","(306, 243, 10)"
"(353, 283, 15)","(266, 273, 3)","(356, 248, 8)"
"(361, 263, 13)","(275, 260, 0)","(365, 276, 10)"
"(339, 297, 12)","(211, 298, 4)","(342, 209, 8)"
"(177, 264, 17)","(313, 257, 18)","(159, 315, 9)"
"(206, 258, 14)","(279, 247, 15)","(204, 297, 10)"
"(305, 261, 12)","(202, 259, 6)","(307, 227, 11)"
"(384, 284, 13)","(287, 284, -2)","(390, 271, 8)"
"(121, 280, 14)","(272, 253, 23)","(116, 275, 9)"
"(317, 265, 10)","(229, 267, 7)","(320, 215, 9)"
"(343, 285, 20)","(311, 275, 4)","(322, 333, 10)"
"(177, 268, 8)","(232, 271, 18)","(163, 198, 9)"
"(158, 243, 15)","(285, 241, 21)","(153, 292, 7)"
"(201, 242, 8)","(204, 244, 20)","(199, 210, 14)"
"(305, 266, 9)","(226, 268, 8)","(308, 229, 12)"
"(196, 265, 16)","(324, 263, 16)","(193, 307, 10)"
"(294, 263, 19)","(243, 262, 10)","(292, 302, 12)"
"(195, 266, 9)","(234, 267, 16)","(193, 225, 11)"
"(305, 275, 8)","(209, 277, 8)","(308, 194, 9)"
"(292, 277, 17)","(304, 271, 7)","(293, 288, 10)"
"(204, 275, 13)","(218, 275, 19)","(211, 219, 14)"
"(319, 268, 10)","(223, 270, 5)","(321, 232, 11)"
"(328, 262, 14)","(279, 263, 4)","(332, 280, 10)"
"(338, 279, 16)","(307, 276, 4)","(339, 303, 10)"
"(338, 258, 19)","(300, 245, 7)","(342, 321, 9)"
"(169, 255, 11)","(240, 255, 19)","(165, 264, 12)"
"(204, 272, 9)","(232, 273, 14)","(202, 228, 12)"
"(358, 257, 15)","(293, 255, 1)","(362, 294, 13)"
"(337, 261, 11)","(233, 254, 4)","(340, 234, 8)"
"(343, 251, 9)","(264, 256, 2)","(346, 237, 11)"
"(182, 268, 12)","(237, 271, 20)","(179, 246, 10)"
"(321, 299, 18)","(311, 264, 4)","(324, 316, 8)"
"(314, 262, 9)","(165, 262, 5)","(317, 222, 10)"
"(172, 277, 18)","(324, 273, 19)","(168, 323, 9)"
"(163, 266, 15)","(203, 266, 22)","(159, 265, 11)"
"(167, 270, 9)","(229, 268, 19)","(164, 227, 11)"
"(291, 266, 18)","(295, 268, 10)","(291, 301, 11)"
"(214, 268, 9)","(223, 270, 14)","(212, 240, 12)"
"(194, 278, 12)","(209, 278, 20)","(192, 198, 14)"
"(186, 256, 8)","(220, 259, 17)","(183, 227, 11)"
"(193, 272, 18)","(303, 256, 17)","(189, 306, 9)"
"(176, 279, 11)","(192, 270, 20)","(173, 246, 8)"
"(356, 261, 19)","(247, 258, 3)","(360, 239, 16)"
"(323, 271, 17)","(270, 255, 7)","(317, 297, 10)"
"(194, 287, 19)","(297, 267, 19)","(192, 308, 10)"
"(338, 277, 18)","(321, 275, 3)","(342, 316, 9)"
"(183, 290, 22)","(309, 287, 20)","(181, 321, 12)"
"(162, 277, 15)","(286, 274, 20)","(158, 293, 6)"
"(339, 270, 15)","(275, 263, 3)","(338, 279, 11)"
"(307, 254, 17)","(313, 259, 8)","(308, 319, 14)"
"(145, 264, 14)","(282, 263, 24)","(141, 268, 9)"
"(299, 266, 9)","(231, 268, 7)","(301, 208, 14)"
"(315, 267, 15)","(294, 255, 4)","(317, 296, 10)"
"(160, 263, 14)","(270, 262, 22)","(156, 270, 12)"
"(181, 277, 12)","(199, 272, 19)","(179, 221, 8)"
"(350, 260, 17)","(306, 259, 3)","(355, 308, 10)"
"(209, 298, 16)","(295, 295, 16)","(207, 288, 9)"
"(196, 268, 11)","(216, 269, 19)","(194, 237, 12)"
"(172, 270, 16)","(302, 268, 19)","(168, 277, 7)"
"(324, 273, 16)","(302, 270, 4)","(327, 296, 11)"
"(172, 271, 15)","(292, 269, 19)","(168, 291, 10)"
"(194, 258, 10)","(214, 260, 19)","(191, 219, 9)"
"(319, 264, 16)","(269, 263, 5)","(321, 298, 10)"
"(217, 279, 13)","(215, 278, 14)","(214, 214, 7)"
"(171, 271, 11)","(241, 273, 21)","(168, 243, 10)"
"(311, 277, 12)","(204, 277, 7)","(314, 215, 9)"
"(191, 257, 11)","(210, 261, 17)","(189, 220, 11)"
"(170, 285, 21)","(334, 285, 19)","(219, 317, 13)"
"(338, 274, 16)","(297, 264, 4)","(341, 297, 10)"
"(205, 266, 18)","(316, 262, 18)","(203, 322, 9)"
"(328, 252, 18)","(312, 250, 4)","(331, 280, 11)"
"(325, 267, 10)","(211, 259, 6)","(328, 218, 10)"
"(339, 269, 16)","(273, 270, 4)","(349, 273, 13)"
"(211, 268, 11)","(243, 269, 15)","(209, 238, 10)"
"(324, 267, 18)","(308, 266, 5)","(327, 305, 12)"
"(171, 266, 20)","(297, 266, 21)","(168, 326, 7)"
"(182, 259, 13)","(224, 259, 18)","(179, 268, 8)"
"(328, 273, 9)","(218, 266, 4)","(332, 224, 10)"
"(312, 288, 19)","(280, 284, 8)","(315, 290, 13)"
"(194, 283, 14)","(217, 283, 19)","(189, 208, 12)"
"(335, 285, 19)","(296, 283, 4)","(338, 316, 8)"
"(312, 269, 13)","(206, 269, 8)","(309, 223, 12)"
"(289, 260, 8)","(194, 262, 8)","(292, 208, 13)"
"(301, 273, 9)","(223, 275, 6)","(303, 225, 11)"
"(152, 272, 16)","(308, 271, 21)","(148, 295, 11)"
"(178, 272, 21)","(279, 267, 20)","(179, 278, 14)"
"(150, 276, 17)","(312, 273, 23)","(145, 299, 12)"
"(347, 282, 16)","(279, 261, 2)","(351, 293, 10)"
"(343, 275, 15)","(249, 274, 3)","(344, 277, 8)"
"(177, 255, 11)","(254, 255, 19)","(174, 244, 12)"
"(308, 275, 12)","(231, 275, 8)","(305, 226, 8)"
"(142, 255, 20)","(251, 255, 22)","(141, 286, 9)"
"(332, 288, 17)","(266, 288, 5)","(336, 270, 11)"
"(354, 276, 19)","(300, 263, 4)","(357, 295, 12)"
"(314, 276, 11)","(273, 266, 5)","(313, 254, 7)"
"(184, 254, 21)","(265, 254, 19)","(181, 318, 9)"
"(138, 276, 18)","(303, 275, 23)","(133, 273, 12)"
"(357, 289, 15)","(265, 273, 3)","(358, 280, 8)"
"(386, 244, 18)","(239, 254, -1)","(391, 216, 13)"
"(201, 252, 5)","(180, 261, 16)","(198, 187, 11)"
"(216, 279, 18)","(270, 278, 15)","(233, 286, 10)"
"(167, 268, 19)","(257, 263, 20)","(164, 333, 10)"
"(168, 281, 15)","(294, 279, 19)","(171, 314, 10)"
"(350, 278, 16)","(287, 265, 3)","(354, 286, 11)"
"(194, 279, 10)","(231, 271, 16)","(192, 234, 8)"
"(345, 260, 17)","(321, 256, 2)","(349, 322, 10)"
"(194, 265, 20)","(297, 268, 18)","(200, 308, 11)"
"(217, 258, 12)","(193, 260, 18)","(216, 198, 16)"
"(359, 262, 17)","(234, 258, 2)","(362, 270, 9)"
"(291, 283, 12)","(188, 281, 7)","(292, 195, 8)"
"(310, 261, 16)","(307, 261, 5)","(313, 314, 10)"
"(315, 268, 8)","(221, 271, 4)","(318, 225, 9)"
"(309, 268, 13)","(283, 256, 4)","(310, 299, 10)"
"(336, 249, 11)","(260, 249, 2)","(339, 261, 13)"
"(185, 261, 11)","(197, 262, 19)","(182, 251, 10)"
"(151, 268, 15)","(278, 264, 23)","(147, 272, 10)"
"(186, 247, 8)","(217, 249, 17)","(183, 222, 10)"
"(183, 296, 16)","(304, 253, 18)","(183, 296, 8)"
"(179, 260, 12)","(236, 261, 18)","(176, 251, 12)"
"(342, 285, 23)","(277, 275, 4)","(346, 289, 11)"
"(218, 261, 7)","(213, 261, 14)","(216, 196, 12)"
"(188, 265, 14)","(236, 266, 19)","(185, 260, 11)"
"(141, 258, 11)","(241, 249, 22)","(119, 254, 12)"
"(187, 273, 21)","(306, 268, 19)","(184, 324, 10)"
"(174, 260, 14)","(203, 257, 19)","(170, 228, 10)"
"(194, 261, 18)","(241, 262, 17)","(191, 308, 10)"
"(309, 256, 7)","(221, 258, 6)","(311, 190, 12)"
"(180, 256, 21)","(325, 255, 20)","(181, 312, 14)"
"(160, 278, 13)","(271, 265, 22)","(158, 265, 8)"
"(156, 259, 13)","(253, 259, 22)","(152, 263, 11)"
"(144, 265, 13)","(251, 248, 24)","(145, 256, 9)"
"(168, 260, 9)","(195, 269, 19)","(164, 203, 11)"
"(186, 268, 10)","(215, 266, 17)","(183, 216, 7)"
"(196, 257, 17)","(293, 252, 16)","(206, 284, 10)"
"(221, 255, 18)","(306, 250, 14)","(219, 323, 7)"
"(196, 268, 7)","(226, 274, 15)","(193, 236, 8)"
"(321, 274, 11)","(227, 265, 7)","(328, 225, 9)"
"(185, 259, 21)","(285, 263, 25)","(182, 315, 17)"
"(313, 299, 20)","(263, 303, 7)","(318, 280, 8)"
"(193, 258, 11)","(173, 258, 18)","(192, 244, 9)"
"(181, 264, 10)","(178, 264, 19)","(178, 224, 11)"
"(310, 269, 22)","(267, 260, 12)","(318, 296, 17)"
"(176, 257, 17)","(281, 278, 19)","(173, 293, 8)"
"(175, 273, 19)","(310, 284, 27)","(156, 311, 11)"
"(325, 276, 12)","(187, 277, 6)","(325, 205, 9)"
"(361, 288, 16)","(235, 284, 1)","(365, 257, 8)"
"(358, 279, 13)","(282, 275, 0)","(363, 286, 10)"
"(191, 274, 10)","(234, 275, 17)","(188, 238, 11)"
"(326, 256, 9)","(211, 261, 3)","(330, 241, 12)"
"(256, 261, 17)","(333, 261, 10)","(256, 321, 10)"
"(341, 265, 10)","(221, 265, 1)","(357, 250, 11)"
"(145, 284, 13)","(256, 283, 24)","(157, 286, 13)"
"(301, 270, 18)","(294, 265, 11)","(303, 289, 9)"
"(155, 277, 16)","(207, 277, 21)","(152, 227, 12)"
"(338, 292, 17)","(302, 274, 2)","(341, 316, 5)"
"(316, 277, 17)","(324, 275, 4)","(318, 333, 10)"
"(282, 235, 17)","(318, 233, 8)","(283, 319, 13)"
"(279, 275, 17)","(315, 274, 8)","(281, 310, 9)"
"(335, 253, 9)","(241, 254, 2)","(339, 235, 9)"
"(349, 265, 16)","(276, 263, 3)","(353, 291, 10)"
"(216, 275, 18)","(311, 268, 17)","(215, 311, 8)"
"(186, 252, 12)","(236, 252, 17)","(183, 237, 12)"
"(182, 281, 14)","(172, 283, 20)","(177, 184, 12)"
"(192, 290, 14)","(237, 287, 19)","(190, 256, 11)"
