coronal,sagittal,transversal
"(150, 244, 16)","(229, 240, 22)","(146, 234, 9)"
"(366, 267, 13)","(255, 254, 1)","(368, 270, 10)"
"(364, 271, 16)","(251, 272, 1)","(378, 270, 11)"
"(364, 288, 12)","(247, 285, 1)","(368, 248, 8)"
"(364, 283, 15)","(277, 280, 1)","(369, 287, 9)"
"(360, 290, 12)","(192, 285, 2)","(365, 203, 8)"
"(344, 286, 11)","(235, 286, 4)","(347, 225, 11)"
"(166, 341, 20)","(279, 340, 21)","(157, 294, 4)"
"(365, 265, 17)","(293, 252, 2)","(369, 296, 11)"
"(136, 295, 12)","(232, 283, 23)","(131, 250, 10)"
"(175, 283, 12)","(173, 283, 19)","(171, 212, 10)"
"(357, 251, 15)","(238, 268, 2)","(352, 276, 9)"
"(322, 275, 16)","(283, 271, 3)","(349, 268, 10)"
"(154, 285, 20)","(298, 289, 23)","(138, 287, 12)"
"(149, 277, 17)","(305, 273, 23)","(156, 327, 11)"
"(355, 285, 14)","(263, 285, 2)","(359, 258, 11)"
"(155, 281, 14)","(283, 266, 22)","(151, 269, 11)"
"(144, 292, 14)","(234, 290, 23)","(137, 246, 9)"
"(146, 303, 15)","(287, 301, 23)","(138, 281, 11)"
"(364, 277, 14)","(262, 277, 1)","(365, 269, 10)"
"(352, 266, 15)","(265, 262, 3)","(355, 266, 11)"
"(341, 274, 16)","(300, 272, 4)","(345, 283, 13)"
"(357, 286, 15)","(268, 278, 1)","(369, 276, 10)"
"(367, 291, 15)","(290, 295, 0)","(372, 307, 7)"
"(350, 281, 13)","(258, 278, 3)","(354, 268, 9)"
"(362, 278, 14)","(283, 278, 2)","(367, 262, 10)"
"(144, 273, 14)","(267, 273, 23)","(140, 271, 10)"
"(368, 257, 14)","(286, 256, 1)","(372, 281, 13)"
"(366, 265, 13)","(284, 263, 1)","(370, 271, 12)"
"(147, 290, 17)","(273, 282, 23)","(126, 245, 10)"
"(367, 281, 15)","(265, 273, 0)","(374, 262, 10)"
"(359, 267, 9)","(248, 262, 2)","(363, 231, 11)"
"(162, 277, 19)","(226, 280, 21)","(158, 317, 11)"
"(357, 300, 10)","(228, 315, 2)","(361, 239, 7)"
"(362, 279, 16)","(208, 282, 2)","(366, 268, 10)"
"(164, 269, 13)","(257, 272, 21)","(160, 256, 12)"
"(357, 264, 15)","(280, 263, 2)","(361, 279, 11)"
"(157, 286, 15)","(251, 285, 21)","(153, 238, 13)"
"(341, 311, 14)","(232, 308, 2)","(347, 231, 8)"
"(369, 259, 12)","(272, 258, 0)","(374, 258, 9)"
"(370, 268, 13)","(225, 264, 1)","(375, 251, 10)"
"(390, 260, 13)","(267, 261, -1)","(395, 271, 11)"
"(149, 266, 16)","(304, 263, 22)","(145, 301, 11)"
"(346, 267, 12)","(268, 268, 3)","(350, 251, 13)"
"(147, 290, 14)","(278, 288, 22)","(141, 264, 8)"
"(357, 264, 15)","(255, 259, 2)","(361, 252, 9)"
"(151, 280, 16)","(269, 269, 21)","(147, 266, 9)"
"(148, 264, 17)","(288, 257, 23)","(144, 287, 10)"
"(356, 298, 14)","(268, 279, 2)","(360, 280, 11)"
"(145, 284, 17)","(287, 291, 23)","(139, 271, 12)"
"(149, 274, 13)","(245, 275, 23)","(144, 265, 11)"
"(352, 321, 12)","(252, 322, 2)","(350, 252, 6)"
"(360, 250, 15)","(259, 248, 1)","(362, 269, 9)"
"(148, 258, 14)","(292, 259, 22)","(143, 279, 12)"
"(157, 263, 14)","(271, 257, 22)","(153, 212, 11)"
"(362, 287, 15)","(242, 275, 1)","(373, 258, 13)"
"(388, 278, 20)","(308, 278, -1)","(394, 324, 10)"
"(141, 267, 15)","(293, 266, 23)","(136, 267, 11)"
"(352, 278, 18)","(255, 272, 2)","(358, 304, 9)"
"(348, 250, 13)","(261, 249, 3)","(351, 270, 10)"
"(367, 295, 15)","(270, 283, 0)","(372, 288, 8)"
"(354, 286, 18)","(322, 285, 3)","(358, 321, 8)"
"(158, 273, 18)","(269, 273, 21)","(156, 246, 11)"
"(164, 285, 13)","(264, 278, 21)","(159, 258, 12)"
"(350, 267, 12)","(271, 267, 2)","(342, 256, 9)"
"(358, 287, 13)","(208, 287, 1)","(364, 209, 8)"
"(374, 237, 14)","(260, 235, 0)","(378, 267, 13)"
"(383, 278, 19)","(279, 272, 1)","(386, 274, 9)"
"(325, 260, 12)","(239, 261, 5)","(329, 229, 10)"
"(156, 276, 9)","(226, 276, 22)","(152, 230, 7)"
"(347, 320, 18)","(281, 313, 2)","(352, 309, 6)"
"(151, 291, 14)","(285, 288, 23)","(147, 281, 11)"
"(137, 284, 13)","(253, 281, 24)","(132, 254, 8)"
"(350, 242, 15)","(271, 242, 3)","(354, 269, 13)"
"(133, 270, 16)","(301, 267, 24)","(128, 274, 10)"
"(376, 289, 14)","(294, 310, 1)","(380, 285, 12)"
"(145, 271, 16)","(205, 272, 21)","(150, 251, 11)"
"(341, 266, 17)","(233, 266, 3)","(348, 304, 8)"
"(143, 290, 10)","(242, 292, 22)","(139, 238, 6)"
"(358, 282, 15)","(279, 282, 2)","(362, 288, 8)"
"(161, 253, 16)","(253, 253, 22)","(157, 284, 12)"
"(366, 262, 14)","(274, 259, 1)","(371, 281, 13)"
"(160, 277, 11)","(251, 277, 22)","(156, 249, 8)"
"(356, 282, 15)","(232, 285, 2)","(361, 275, 8)"
"(149, 285, 12)","(255, 287, 23)","(145, 265, 9)"
"(362, 296, 12)","(257, 272, 1)","(367, 269, 8)"
"(348, 282, 11)","(170, 272, 3)","(352, 247, 9)"
"(171, 285, 12)","(236, 281, 20)","(164, 237, 9)"
"(370, 258, 14)","(260, 257, 1)","(375, 243, 11)"
"(156, 281, 14)","(280, 268, 22)","(151, 271, 11)"
"(177, 311, 14)","(254, 293, 20)","(165, 252, 7)"
"(360, 278, 13)","(245, 294, 1)","(372, 237, 9)"
"(141, 285, 13)","(252, 280, 23)","(136, 275, 10)"
"(158, 286, 13)","(215, 286, 22)","(134, 247, 7)"
"(369, 284, 13)","(239, 274, 1)","(374, 268, 9)"
"(371, 263, 14)","(237, 262, 1)","(376, 271, 12)"
"(143, 268, 15)","(277, 269, 23)","(139, 277, 11)"
"(370, 330, 15)","(287, 327, 0)","(375, 290, 10)"
"(348, 251, 14)","(279, 248, 3)","(352, 281, 13)"
"(148, 263, 13)","(260, 263, 23)","(143, 233, 11)"
"(131, 271, 15)","(257, 271, 24)","(123, 262, 9)"
"(351, 279, 13)","(224, 270, 3)","(355, 278, 11)"
"(148, 293, 14)","(226, 294, 22)","(143, 245, 10)"
"(333, 274, 12)","(231, 276, 4)","(337, 249, 10)"
"(152, 264, 13)","(213, 264, 22)","(148, 270, 12)"
"(131, 288, 14)","(215, 308, 25)","(126, 279, 9)"
"(361, 281, 14)","(262, 278, 1)","(369, 274, 11)"
"(150, 269, 11)","(223, 274, 22)","(146, 223, 10)"
"(371, 293, 13)","(236, 295, 0)","(376, 217, 9)"
"(358, 273, 12)","(261, 273, 2)","(362, 252, 12)"
"(351, 260, 16)","(254, 261, 2)","(359, 263, 9)"
"(365, 278, 14)","(261, 258, 1)","(369, 275, 12)"
"(163, 291, 14)","(248, 290, 21)","(156, 260, 10)"
"(136, 275, 13)","(272, 275, 24)","(131, 263, 9)"
"(151, 281, 14)","(261, 271, 22)","(147, 278, 8)"
"(368, 267, 10)","(241, 268, 1)","(373, 212, 11)"
"(145, 254, 13)","(277, 254, 23)","(141, 270, 13)"
"(378, 275, 13)","(267, 274, 0)","(383, 271, 12)"
"(154, 286, 14)","(223, 267, 23)","(150, 273, 8)"
"(382, 261, 15)","(261, 261, 0)","(387, 269, 14)"
"(153, 270, 12)","(242, 271, 22)","(149, 224, 12)"
"(343, 265, 17)","(257, 264, 3)","(347, 298, 11)"
"(351, 266, 9)","(245, 262, 5)","(355, 242, 12)"
"(371, 317, 16)","(264, 315, 1)","(376, 265, 8)"
"(140, 250, 14)","(214, 257, 23)","(135, 279, 10)"
"(110, 261, 15)","(249, 269, 27)","(104, 269, 7)"
"(354, 259, 13)","(264, 259, 3)","(358, 270, 13)"
"(158, 298, 14)","(246, 298, 22)","(142, 242, 9)"
"(145, 271, 14)","(269, 270, 23)","(140, 270, 10)"
"(135, 264, 14)","(276, 259, 23)","(131, 266, 11)"
"(164, 278, 13)","(247, 278, 21)","(160, 261, 11)"
"(151, 269, 15)","(258, 261, 22)","(146, 262, 13)"
"(350, 268, 14)","(268, 263, 3)","(354, 271, 9)"
"(150, 258, 11)","(245, 259, 22)","(146, 246, 11)"
"(363, 282, 15)","(211, 283, 2)","(367, 252, 11)"
"(151, 285, 13)","(265, 279, 22)","(147, 268, 8)"
"(373, 251, 15)","(294, 252, 0)","(378, 278, 9)"
"(141, 299, 13)","(251, 289, 23)","(150, 245, 7)"
"(352, 263, 11)","(243, 263, 2)","(356, 245, 10)"
"(144, 277, 13)","(274, 277, 23)","(137, 258, 10)"
"(354, 269, 12)","(250, 268, 1)","(358, 262, 9)"
"(147, 263, 14)","(254, 262, 22)","(143, 244, 10)"
"(156, 260, 12)","(274, 252, 22)","(152, 260, 12)"
"(372, 293, 15)","(255, 280, 1)","(376, 283, 11)"
"(161, 267, 13)","(199, 251, 22)","(170, 207, 11)"
"(145, 259, 12)","(236, 258, 23)","(141, 237, 13)"
"(360, 266, 13)","(233, 245, 2)","(362, 226, 10)"
"(349, 281, 14)","(263, 281, 2)","(353, 245, 12)"
"(352, 270, 12)","(259, 270, 3)","(356, 260, 12)"
"(141, 317, 13)","(274, 299, 22)","(136, 266, 8)"
"(365, 271, 11)","(252, 271, 1)","(369, 244, 9)"
"(346, 291, 13)","(284, 291, 3)","(349, 252, 9)"
"(162, 269, 12)","(231, 270, 21)","(157, 250, 11)"
"(171, 276, 12)","(286, 276, 20)","(167, 259, 10)"
"(171, 275, 12)","(271, 275, 21)","(168, 253, 11)"
"(345, 275, 14)","(244, 263, 3)","(350, 259, 9)"
"(163, 273, 13)","(231, 275, 21)","(158, 265, 10)"
"(141, 289, 14)","(254, 274, 23)","(134, 256, 9)"
"(363, 266, 12)","(266, 266, 1)","(368, 244, 13)"
"(365, 275, 12)","(246, 267, 2)","(370, 244, 10)"
"(357, 258, 16)","(261, 257, 2)","(350, 255, 12)"
"(362, 259, 12)","(242, 252, 2)","(366, 248, 9)"
"(335, 299, 12)","(247, 281, 4)","(338, 254, 8)"
"(163, 288, 10)","(220, 277, 21)","(159, 238, 9)"
"(384, 276, 16)","(292, 275, -2)","(389, 275, 8)"
"(371, 287, 15)","(254, 290, 0)","(376, 256, 12)"
"(170, 288, 14)","(273, 287, 20)","(165, 268, 8)"
"(153, 280, 17)","(251, 279, 22)","(134, 254, 11)"
"(167, 269, 16)","(269, 268, 20)","(164, 284, 9)"
"(136, 267, 12)","(235, 264, 23)","(131, 259, 10)"
"(169, 300, 13)","(271, 300, 21)","(165, 258, 10)"
"(370, 268, 13)","(261, 270, 0)","(374, 265, 11)"
"(156, 278, 15)","(282, 278, 22)","(152, 285, 6)"
"(144, 312, 16)","(249, 313, 22)","(142, 286, 10)"
"(359, 292, 15)","(265, 292, 1)","(365, 252, 11)"
"(154, 284, 13)","(244, 284, 22)","(150, 221, 8)"
"(136, 281, 13)","(267, 279, 23)","(131, 266, 9)"
"(355, 294, 16)","(270, 297, 2)","(360, 270, 9)"
"(372, 287, 12)","(242, 283, 1)","(359, 241, 10)"
"(151, 290, 19)","(278, 290, 22)","(148, 309, 10)"
"(365, 283, 12)","(200, 273, 1)","(369, 215, 6)"
"(156, 274, 14)","(268, 273, 21)","(152, 269, 9)"
"(357, 263, 13)","(206, 265, 1)","(363, 250, 11)"
"(132, 247, 15)","(253, 246, 24)","(127, 269, 14)"
"(159, 270, 16)","(285, 257, 22)","(155, 302, 6)"
"(157, 278, 12)","(257, 274, 21)","(153, 244, 8)"
"(249, 282, 18)","(298, 261, 13)","(246, 325, 9)"
"(382, 284, 13)","(261, 281, 0)","(385, 268, 11)"
"(281, 265, 18)","(308, 259, 9)","(283, 308, 8)"
"(125, 292, 15)","(218, 296, 23)","(127, 242, 8)"
"(358, 280, 14)","(285, 279, 2)","(362, 269, 10)"
"(180, 269, 13)","(283, 269, 20)","(175, 272, 11)"
"(361, 276, 11)","(253, 277, 2)","(365, 248, 14)"
"(361, 281, 14)","(254, 281, 1)","(366, 260, 8)"
"(168, 283, 9)","(241, 284, 20)","(154, 232, 11)"
"(329, 282, 13)","(240, 279, 4)","(332, 271, 12)"
"(361, 274, 11)","(244, 275, 2)","(365, 242, 9)"
"(167, 269, 12)","(252, 269, 21)","(163, 250, 10)"
"(170, 270, 12)","(255, 271, 21)","(167, 232, 12)"
"(180, 271, 14)","(213, 271, 20)","(159, 256, 10)"
"(350, 281, 12)","(239, 278, 2)","(356, 251, 9)"
"(353, 282, 12)","(243, 283, 2)","(357, 219, 10)"
"(376, 283, 13)","(258, 283, 0)","(382, 260, 11)"
"(107, 282, 16)","(259, 280, 25)","(101, 259, 10)"
"(205, 254, 21)","(260, 250, 16)","(203, 325, 11)"
"(145, 261, 16)","(226, 267, 22)","(141, 274, 12)"
"(356, 259, 10)","(229, 257, 3)","(360, 217, 9)"
"(364, 265, 14)","(268, 260, 2)","(369, 258, 10)"
"(349, 264, 13)","(272, 264, 3)","(353, 264, 11)"
"(349, 254, 16)","(225, 253, 3)","(352, 213, 11)"
"(366, 270, 16)","(243, 272, 1)","(368, 301, 9)"
"(142, 277, 14)","(256, 256, 23)","(137, 258, 11)"
"(357, 290, 15)","(227, 293, 2)","(351, 229, 10)"
"(150, 279, 12)","(262, 279, 22)","(146, 263, 10)"
"(157, 270, 12)","(256, 270, 22)","(153, 257, 12)"
"(354, 285, 13)","(230, 287, 2)","(359, 216, 10)"
"(356, 278, 13)","(262, 276, 2)","(360, 271, 10)"
"(346, 283, 15)","(222, 282, 3)","(350, 268, 9)"
"(379, 289, 15)","(227, 285, 1)","(379, 254, 9)"
"(371, 296, 14)","(205, 287, 0)","(373, 246, 8)"
"(358, 268, 14)","(262, 270, 1)","(362, 275, 12)"
"(359, 274, 14)","(257, 274, 1)","(364, 249, 11)"
"(359, 287, 15)","(252, 287, 1)","(364, 237, 10)"
"(190, 275, 14)","(229, 276, 20)","(187, 229, 9)"
"(145, 277, 13)","(263, 276, 23)","(140, 270, 9)"
"(165, 283, 11)","(243, 266, 21)","(161, 241, 10)"
"(333, 275, 12)","(208, 275, 4)","(336, 200, 10)"
"(139, 253, 10)","(214, 261, 22)","(134, 219, 13)"
"(321, 285, 15)","(238, 288, 3)","(323, 235, 9)"
"(357, 266, 16)","(278, 263, 2)","(361, 286, 12)"
"(357, 266, 14)","(258, 256, 2)","(361, 270, 9)"
"(158, 277, 15)","(283, 275, 21)","(154, 275, 8)"
"(354, 295, 13)","(247, 298, 2)","(358, 246, 9)"
"(162, 266, 14)","(243, 267, 22)","(152, 239, 11)"
"(348, 260, 16)","(265, 261, 3)","(356, 283, 10)"
