coronal,sagittal,transversal
"(298, 174, 4)","(135, 179, 7)","(299, 107, 20)"
"(192, 177, 5)","(127, 160, 19)","(189, 172, 18)"
"(291, 144, 2)","(145, 146, 8)","(293, 124, 21)"
"(238, 157, 2)","(110, 157, 15)","(234, 147, 19)"
"(197, 192, 5)","(146, 195, 19)","(182, 137, 18)"
"(269, 184, 4)","(141, 183, 10)","(271, 136, 20)"
"(223, 154, 4)","(156, 156, 15)","(221, 159, 23)"
"(217, 183, 7)","(138, 190, 16)","(208, 156, 18)"
"(217, 159, 2)","(129, 165, 15)","(216, 128, 21)"
"(318, 188, 5)","(123, 197, 5)","(320, 125, 18)"
"(219, 159, 3)","(115, 165, 15)","(217, 108, 20)"
"(297, 172, 3)","(161, 179, 8)","(298, 162, 20)"
"(288, 134, 6)","(129, 134, 10)","(290, 130, 22)"
"(228, 183, 4)","(135, 174, 15)","(248, 134, 22)"
"(183, 136, 5)","(168, 175, 18)","(182, 155, 19)"
"(233, 180, 4)","(170, 184, 14)","(231, 161, 17)"
"(188, 156, 2)","(127, 160, 19)","(184, 149, 19)"
"(286, 214, 5)","(136, 197, 8)","(291, 152, 16)"
"(255, 151, 4)","(165, 152, 12)","(256, 160, 20)"
"(198, 175, 2)","(130, 180, 17)","(196, 112, 18)"
"(225, 187, 4)","(157, 193, 15)","(225, 149, 20)"
"(281, 188, 4)","(165, 189, 9)","(282, 170, 19)"
"(301, 180, 4)","(135, 186, 9)","(312, 141, 18)"
"(236, 176, 4)","(147, 162, 14)","(231, 169, 18)"
"(292, 184, 3)","(151, 188, 8)","(294, 152, 16)"
"(227, 163, 2)","(118, 168, 15)","(226, 140, 21)"
"(301, 178, 4)","(167, 180, 8)","(303, 159, 18)"
"(202, 179, 4)","(147, 172, 17)","(198, 147, 19)"
"(309, 191, 5)","(104, 200, 6)","(310, 118, 16)"
"(213, 173, 0)","(141, 181, 16)","(212, 128, 20)"
"(208, 180, 3)","(163, 181, 17)","(206, 166, 19)"
"(303, 177, 2)","(142, 182, 7)","(305, 143, 18)"
"(213, 170, 3)","(154, 175, 16)","(212, 142, 17)"
"(319, 204, 4)","(129, 202, 6)","(321, 156, 15)"
"(301, 161, 4)","(151, 163, 7)","(303, 154, 20)"
"(241, 152, 4)","(124, 165, 13)","(236, 169, 20)"
"(248, 167, 3)","(140, 166, 13)","(250, 155, 20)"
"(284, 153, 4)","(130, 139, 9)","(285, 151, 20)"
"(317, 146, 5)","(158, 170, 6)","(320, 174, 19)"
"(307, 165, 3)","(89, 171, 8)","(297, 119, 20)"
"(278, 187, 3)","(149, 193, 10)","(279, 133, 19)"
"(212, 179, 4)","(150, 185, 16)","(211, 155, 19)"
"(283, 162, 5)","(141, 164, 9)","(285, 120, 21)"
"(298, 179, 2)","(135, 181, 8)","(300, 127, 21)"
"(216, 160, 6)","(147, 164, 15)","(215, 175, 19)"
"(204, 206, 4)","(145, 206, 17)","(202, 150, 16)"
"(302, 186, 5)","(147, 186, 8)","(308, 162, 17)"
"(224, 172, 4)","(152, 176, 15)","(223, 161, 20)"
"(263, 134, 5)","(152, 140, 11)","(267, 157, 20)"
"(301, 181, 4)","(129, 180, 8)","(303, 142, 19)"
"(307, 173, 3)","(135, 179, 7)","(311, 141, 20)"
"(285, 156, 3)","(159, 159, 9)","(287, 153, 17)"
"(197, 178, 3)","(137, 186, 18)","(194, 152, 19)"
"(219, 175, 1)","(148, 180, 15)","(217, 144, 18)"
"(231, 189, 5)","(151, 198, 15)","(229, 168, 17)"
"(264, 134, 3)","(142, 136, 11)","(262, 140, 25)"
"(325, 152, 5)","(98, 152, 6)","(322, 167, 19)"
"(285, 206, 4)","(143, 209, 8)","(287, 126, 16)"
"(209, 191, 3)","(151, 191, 16)","(208, 138, 18)"
"(220, 166, 3)","(149, 167, 15)","(219, 132, 21)"
"(217, 148, 1)","(100, 150, 16)","(210, 89, 23)"
"(303, 164, 4)","(157, 170, 7)","(305, 160, 18)"
"(212, 165, 5)","(161, 175, 17)","(211, 158, 20)"
"(213, 186, 5)","(123, 188, 16)","(212, 140, 18)"
"(317, 178, 7)","(166, 179, 5)","(327, 155, 20)"
"(305, 175, 3)","(127, 166, 6)","(328, 158, 18)"
"(207, 136, 6)","(151, 154, 16)","(206, 186, 22)"
"(224, 206, 4)","(157, 203, 15)","(217, 146, 13)"
"(288, 182, 4)","(132, 187, 9)","(309, 136, 18)"
"(306, 172, 1)","(141, 177, 7)","(309, 132, 20)"
"(182, 174, 3)","(156, 170, 19)","(178, 151, 19)"
"(290, 135, 3)","(126, 139, 8)","(292, 151, 22)"
"(212, 203, 5)","(171, 206, 16)","(207, 176, 16)"
"(321, 162, 2)","(139, 167, 5)","(324, 150, 20)"
"(225, 197, 4)","(126, 200, 14)","(224, 124, 17)"
"(243, 187, 4)","(130, 190, 15)","(240, 141, 19)"
"(212, 189, 4)","(125, 193, 15)","(211, 124, 19)"
"(213, 172, 4)","(144, 197, 17)","(210, 136, 18)"
"(212, 208, 5)","(138, 188, 16)","(207, 139, 17)"
"(211, 186, 3)","(118, 187, 16)","(205, 132, 19)"
"(333, 180, 4)","(171, 179, 3)","(337, 167, 19)"
"(205, 180, 4)","(157, 182, 17)","(203, 151, 18)"
"(226, 167, 3)","(120, 177, 15)","(225, 150, 18)"
"(255, 208, -3)","(93, 219, 12)","(255, 60, 17)"
"(298, 181, 4)","(136, 179, 8)","(308, 156, 21)"
"(277, 184, 2)","(159, 186, 10)","(279, 159, 20)"
"(299, 185, 4)","(90, 183, 8)","(297, 131, 17)"
"(193, 170, 5)","(174, 170, 18)","(191, 152, 17)"
"(220, 188, 6)","(187, 197, 16)","(219, 189, 15)"
"(215, 202, 5)","(146, 208, 16)","(214, 162, 16)"
"(216, 169, 3)","(171, 169, 16)","(212, 161, 22)"
"(299, 189, 3)","(162, 179, 7)","(301, 152, 20)"
"(209, 178, 4)","(148, 177, 17)","(186, 163, 18)"
"(294, 180, 5)","(120, 183, 8)","(295, 169, 20)"
"(262, 191, 4)","(161, 190, 10)","(273, 140, 19)"
"(317, 191, 5)","(115, 196, 6)","(314, 164, 18)"
"(308, 154, 7)","(141, 156, 7)","(307, 176, 19)"
"(289, 182, 3)","(141, 192, 9)","(290, 144, 18)"
"(193, 169, 2)","(133, 157, 18)","(194, 146, 20)"
"(216, 188, 5)","(102, 197, 16)","(222, 111, 19)"
"(303, 170, 7)","(128, 189, 6)","(322, 170, 17)"
"(277, 182, 5)","(158, 185, 10)","(278, 166, 17)"
"(311, 148, 3)","(128, 157, 6)","(314, 140, 19)"
"(207, 173, 4)","(179, 176, 16)","(225, 172, 20)"
"(212, 170, 2)","(144, 180, 16)","(200, 122, 22)"
"(216, 175, 5)","(161, 184, 15)","(214, 138, 19)"
"(217, 209, 6)","(172, 214, 15)","(216, 176, 18)"
"(315, 188, 5)","(159, 191, 6)","(320, 153, 18)"
"(298, 149, 2)","(148, 155, 8)","(300, 150, 22)"
"(272, 178, 4)","(159, 185, 10)","(273, 159, 21)"
"(194, 188, 3)","(114, 192, 18)","(189, 122, 18)"
"(209, 154, 4)","(136, 159, 17)","(208, 169, 22)"
"(202, 190, 2)","(144, 197, 17)","(200, 153, 19)"
"(211, 180, 1)","(125, 190, 15)","(209, 127, 19)"
"(261, 190, 5)","(144, 194, 11)","(268, 150, 17)"
"(195, 148, 6)","(155, 147, 17)","(204, 175, 18)"
"(304, 192, 6)","(142, 193, 7)","(307, 133, 19)"
"(201, 189, 3)","(136, 189, 17)","(200, 142, 18)"
"(310, 145, 2)","(118, 155, 6)","(313, 100, 19)"
"(295, 166, 4)","(145, 169, 8)","(298, 155, 19)"
"(191, 155, 4)","(115, 161, 18)","(191, 167, 19)"
"(251, 180, 4)","(133, 174, 12)","(250, 130, 18)"
"(299, 127, 5)","(120, 128, 7)","(301, 162, 21)"
"(228, 177, 4)","(159, 182, 14)","(228, 146, 19)"
"(203, 160, 4)","(142, 171, 17)","(213, 130, 18)"
"(220, 146, 5)","(168, 151, 15)","(218, 151, 19)"
"(295, 179, 3)","(126, 180, 9)","(297, 112, 20)"
"(212, 162, 4)","(146, 153, 16)","(211, 170, 19)"
"(219, 180, 1)","(119, 190, 16)","(213, 130, 20)"
"(277, 154, 2)","(144, 162, 10)","(278, 146, 21)"
"(245, 134, 3)","(159, 140, 13)","(238, 156, 20)"
"(222, 164, 1)","(137, 173, 15)","(221, 133, 20)"
"(206, 160, 3)","(163, 160, 17)","(204, 161, 19)"
"(218, 205, 5)","(147, 182, 16)","(209, 162, 18)"
"(313, 174, 6)","(155, 174, 6)","(316, 183, 18)"
"(201, 190, 4)","(159, 195, 17)","(199, 158, 16)"
"(311, 197, 2)","(146, 202, 6)","(313, 144, 18)"
"(203, 214, 4)","(139, 189, 17)","(201, 168, 17)"
"(201, 162, 3)","(161, 167, 17)","(198, 155, 20)"
"(288, 167, 5)","(133, 171, 8)","(298, 159, 17)"
"(201, 179, 4)","(157, 164, 17)","(198, 164, 18)"
"(183, 153, 4)","(147, 158, 18)","(178, 165, 18)"
"(220, 160, 1)","(126, 180, 15)","(236, 105, 20)"
"(207, 194, 5)","(169, 187, 17)","(205, 177, 17)"
"(193, 162, 3)","(138, 163, 18)","(190, 133, 21)"
"(187, 147, 7)","(149, 162, 19)","(180, 168, 20)"
"(216, 144, 4)","(149, 149, 16)","(214, 155, 22)"
"(285, 142, 1)","(133, 144, 9)","(287, 141, 21)"
"(211, 152, 1)","(144, 152, 17)","(209, 139, 19)"
"(204, 152, 5)","(135, 157, 17)","(201, 134, 20)"
"(326, 179, 4)","(164, 178, 4)","(331, 155, 18)"
"(301, 142, 1)","(142, 151, 7)","(296, 125, 20)"
"(192, 170, 7)","(177, 176, 18)","(189, 163, 17)"
"(198, 179, 6)","(163, 171, 17)","(196, 173, 18)"
"(219, 180, 3)","(165, 186, 16)","(218, 145, 22)"
"(197, 167, 3)","(163, 175, 18)","(199, 160, 19)"
"(210, 171, 3)","(163, 179, 17)","(208, 160, 20)"
"(217, 154, 4)","(165, 146, 16)","(211, 173, 19)"
"(310, 159, 3)","(138, 163, 6)","(312, 135, 20)"
"(214, 176, 1)","(148, 172, 17)","(211, 128, 20)"
"(307, 179, 3)","(124, 181, 8)","(233, 109, 18)"
"(230, 165, 4)","(172, 168, 15)","(227, 163, 19)"
"(317, 175, 5)","(109, 177, 6)","(314, 148, 18)"
"(297, 177, 4)","(170, 177, 8)","(299, 166, 20)"
"(222, 191, 1)","(134, 194, 15)","(219, 130, 18)"
"(218, 154, 3)","(162, 159, 15)","(217, 155, 21)"
"(212, 192, 6)","(152, 194, 16)","(208, 144, 18)"
"(215, 164, 3)","(142, 165, 16)","(214, 140, 21)"
"(195, 190, 8)","(160, 192, 18)","(190, 166, 20)"
"(207, 166, 3)","(134, 178, 16)","(205, 142, 20)"
"(303, 173, 2)","(129, 176, 7)","(310, 144, 21)"
"(306, 179, 4)","(158, 183, 7)","(308, 147, 14)"
"(302, 175, 4)","(161, 183, 7)","(304, 176, 19)"
"(208, 161, 2)","(132, 171, 15)","(219, 129, 20)"
"(227, 184, 5)","(163, 178, 15)","(224, 160, 18)"
"(209, 170, 2)","(154, 177, 16)","(208, 139, 21)"
"(228, 183, 4)","(146, 194, 14)","(227, 168, 19)"
"(293, 162, 4)","(148, 167, 8)","(294, 155, 21)"
"(221, 189, 3)","(167, 198, 16)","(221, 161, 21)"
"(221, 159, 3)","(154, 166, 15)","(220, 156, 20)"
"(298, 197, 5)","(146, 203, 7)","(307, 167, 17)"
"(210, 162, 5)","(177, 150, 16)","(209, 143, 21)"
"(218, 143, 4)","(121, 146, 15)","(216, 162, 21)"
"(300, 131, 2)","(112, 141, 7)","(268, 110, 21)"
"(288, 164, 4)","(147, 167, 8)","(290, 144, 18)"
"(216, 178, 5)","(139, 163, 18)","(206, 151, 19)"
"(280, 185, 4)","(155, 192, 9)","(283, 154, 18)"
"(283, 208, 4)","(99, 208, 9)","(293, 140, 16)"
"(209, 148, 2)","(152, 154, 16)","(207, 142, 22)"
"(306, 148, 5)","(116, 151, 7)","(308, 154, 20)"
"(207, 200, 4)","(124, 194, 16)","(205, 142, 16)"
"(310, 142, 4)","(128, 137, 7)","(313, 140, 20)"
"(198, 153, 4)","(154, 155, 18)","(196, 159, 21)"
"(206, 190, 4)","(167, 196, 17)","(205, 168, 18)"
"(197, 164, 2)","(146, 169, 17)","(195, 142, 19)"
"(205, 183, 2)","(179, 193, 17)","(203, 157, 19)"
"(291, 152, 5)","(80, 175, 9)","(294, 145, 20)"
"(219, 172, 1)","(130, 179, 15)","(218, 119, 19)"
"(301, 143, 1)","(137, 159, 7)","(303, 143, 18)"
"(317, 194, 3)","(146, 182, 5)","(321, 156, 17)"
"(218, 138, 2)","(133, 144, 15)","(217, 154, 19)"
"(214, 194, 2)","(150, 201, 16)","(212, 159, 16)"
"(203, 166, 2)","(123, 175, 17)","(201, 140, 20)"
"(207, 170, 4)","(151, 179, 16)","(206, 157, 20)"
"(208, 176, 4)","(173, 181, 17)","(206, 164, 20)"
"(207, 163, 2)","(152, 169, 17)","(205, 140, 19)"
"(209, 184, 3)","(128, 193, 17)","(207, 159, 18)"
"(218, 162, 2)","(141, 168, 15)","(216, 146, 18)"
"(178, 158, 3)","(164, 191, 19)","(176, 137, 18)"
"(299, 200, 2)","(154, 201, 8)","(298, 146, 18)"
"(203, 184, 4)","(127, 188, 17)","(202, 120, 19)"
"(320, 179, 3)","(136, 185, 5)","(323, 136, 20)"
"(296, 162, 4)","(149, 166, 8)","(297, 160, 20)"
"(294, 185, 3)","(167, 190, 8)","(296, 153, 20)"
"(291, 164, 4)","(144, 160, 8)","(258, 127, 21)"
"(298, 179, 4)","(112, 185, 8)","(301, 141, 18)"
"(215, 201, 2)","(136, 207, 16)","(215, 146, 20)"
"(233, 183, 6)","(158, 183, 14)","(233, 148, 19)"
"(223, 157, 6)","(124, 163, 16)","(215, 125, 22)"
"(297, 165, 5)","(147, 172, 8)","(299, 185, 19)"
"(224, 222, 2)","(132, 221, 15)","(223, 117, 16)"
"(234, 185, 4)","(148, 196, 13)","(234, 156, 20)"
"(227, 147, 4)","(156, 156, 15)","(225, 165, 22)"
"(187, 162, 3)","(109, 165, 19)","(182, 116, 20)"
"(211, 199, 6)","(173, 204, 16)","(209, 180, 18)"
"(300, 164, 4)","(147, 169, 7)","(302, 164, 20)"
"(222, 179, 4)","(149, 186, 15)","(221, 161, 18)"
"(211, 180, 3)","(154, 185, 16)","(209, 150, 19)"
"(300, 181, 4)","(97, 180, 9)","(292, 131, 20)"
"(220, 197, 5)","(127, 199, 16)","(255, 105, 19)"
"(310, 130, 6)","(184, 143, 6)","(314, 149, 19)"
"(221, 179, 5)","(142, 174, 15)","(219, 169, 19)"
"(280, 156, 2)","(132, 168, 9)","(281, 126, 23)"
"(275, 159, 5)","(132, 162, 9)","(276, 157, 20)"
"(309, 195, 3)","(127, 195, 6)","(317, 129, 19)"
"(190, 144, 5)","(129, 144, 18)","(186, 153, 20)"
"(216, 144, 4)","(164, 147, 16)","(214, 170, 21)"
"(224, 179, 4)","(152, 182, 15)","(233, 139, 19)"
"(305, 163, 3)","(135, 164, 7)","(308, 166, 18)"
"(216, 153, 4)","(158, 156, 16)","(214, 151, 21)"
"(224, 148, 3)","(97, 175, 14)","(222, 71, 19)"
"(210, 184, 6)","(150, 183, 17)","(208, 160, 17)"
"(267, 213, 4)","(161, 219, 10)","(268, 159, 18)"
"(272, 159, 3)","(151, 162, 10)","(273, 153, 21)"
"(291, 178, 2)","(144, 184, 8)","(293, 147, 19)"
"(303, 165, 6)","(166, 160, 7)","(304, 176, 19)"
"(207, 145, 3)","(151, 149, 17)","(204, 159, 21)"
"(235, 157, 6)","(111, 165, 14)","(233, 118, 19)"
"(233, 140, 3)","(135, 132, 14)","(230, 151, 20)"
"(229, 193, 5)","(159, 187, 15)","(227, 167, 18)"
"(250, 176, 4)","(141, 163, 13)","(249, 157, 21)"
"(187, 181, 4)","(116, 170, 19)","(184, 121, 19)"
"(172, 184, 5)","(140, 188, 20)","(168, 105, 18)"
"(295, 197, 5)","(141, 193, 8)","(301, 131, 17)"
"(310, 177, 4)","(133, 182, 6)","(313, 149, 20)"
"(280, 198, 4)","(157, 202, 10)","(281, 159, 16)"
"(295, 158, 4)","(149, 159, 8)","(297, 164, 20)"
"(300, 176, 5)","(89, 183, 7)","(303, 161, 17)"
"(218, 164, 3)","(155, 167, 15)","(216, 162, 20)"
"(307, 202, 4)","(153, 200, 6)","(311, 168, 16)"
"(216, 175, 3)","(149, 181, 16)","(214, 143, 18)"
"(284, 148, 0)","(127, 154, 9)","(285, 126, 20)"
"(311, 151, 4)","(159, 155, 7)","(314, 170, 20)"
"(302, 177, 4)","(149, 182, 7)","(304, 156, 19)"
"(213, 194, 2)","(145, 200, 16)","(209, 150, 17)"
"(218, 182, 4)","(162, 183, 16)","(216, 164, 20)"
"(315, 181, 1)","(132, 191, 6)","(318, 126, 18)"
"(236, 162, 8)","(165, 157, 14)","(235, 183, 19)"
"(225, 203, 3)","(138, 204, 15)","(222, 150, 17)"
"(285, 184, 2)","(118, 184, 9)","(287, 126, 19)"
"(236, 173, 3)","(138, 173, 14)","(235, 154, 19)"
"(222, 193, 4)","(158, 189, 16)","(219, 167, 17)"
"(285, 204, 3)","(160, 210, 9)","(288, 147, 17)"
"(206, 154, 3)","(89, 131, 16)","(208, 133, 22)"
"(307, 182, 2)","(124, 186, 7)","(311, 146, 18)"
"(219, 157, 1)","(136, 162, 15)","(218, 140, 19)"
"(204, 170, 3)","(150, 174, 17)","(201, 152, 19)"
"(201, 162, 4)","(93, 165, 17)","(199, 165, 21)"
"(213, 176, 4)","(148, 181, 16)","(211, 155, 18)"
