coronal,sagittal,transversal
"(348, 227, 13)","(251, 229, 2)","(354, 249, 14)"
"(186, 248, 19)","(276, 248, 20)","(174, 283, 12)"
"(343, 256, 13)","(267, 255, 4)","(346, 258, 11)"
"(338, 260, 16)","(217, 260, 4)","(345, 267, 11)"
"(188, 194, 12)","(245, 194, 19)","(185, 250, 19)"
"(183, 237, 18)","(267, 234, 19)","(184, 287, 13)"
"(183, 239, 15)","(288, 235, 20)","(193, 272, 11)"
"(323, 255, 15)","(281, 255, 5)","(327, 277, 11)"
"(191, 230, 12)","(259, 235, 18)","(204, 219, 15)"
"(177, 216, 9)","(226, 216, 19)","(174, 218, 15)"
"(297, 237, 10)","(244, 238, 8)","(298, 239, 13)"
"(232, 173, 8)","(163, 181, 15)","(233, 190, 20)"
"(326, 243, 15)","(259, 250, 4)","(330, 259, 13)"
"(370, 239, 20)","(327, 233, 2)","(374, 330, 13)"
"(236, 193, 9)","(153, 194, 14)","(235, 206, 16)"
"(269, 132, 13)","(214, 98, 12)","(255, 222, 24)"
"(337, 233, 16)","(236, 229, 4)","(340, 259, 13)"
"(221, 210, 3)","(152, 219, 16)","(220, 115, 15)"
"(214, 211, 9)","(198, 214, 16)","(204, 226, 18)"
"(338, 266, 13)","(172, 268, 3)","(345, 227, 12)"
"(335, 248, 13)","(243, 245, 5)","(339, 245, 12)"
"(177, 237, 11)","(250, 225, 20)","(174, 237, 12)"
"(212, 150, 11)","(231, 157, 16)","(219, 238, 24)"
"(189, 190, 11)","(222, 192, 18)","(187, 242, 17)"
"(211, 238, 10)","(229, 238, 16)","(209, 221, 14)"
"(186, 248, 13)","(232, 256, 19)","(183, 250, 13)"
"(338, 233, 17)","(286, 226, 3)","(341, 313, 13)"
"(207, 241, 10)","(176, 206, 17)","(213, 175, 14)"
"(340, 236, 14)","(262, 234, 4)","(343, 269, 13)"
"(301, 210, 14)","(221, 208, 8)","(302, 245, 13)"
"(192, 256, 10)","(204, 257, 18)","(189, 212, 10)"
"(311, 184, 15)","(267, 179, 7)","(314, 283, 18)"
"(273, 198, 7)","(194, 206, 11)","(273, 206, 17)"
"(278, 192, 8)","(211, 194, 10)","(279, 208, 18)"
"(190, 224, 18)","(314, 221, 19)","(188, 310, 14)"
"(343, 208, 12)","(258, 208, 4)","(347, 255, 14)"
"(215, 125, 17)","(250, 122, 16)","(215, 272, 25)"
"(169, 209, 8)","(216, 206, 21)","(165, 223, 13)"
"(349, 239, 11)","(226, 240, 4)","(367, 271, 12)"
"(164, 238, 11)","(238, 263, 19)","(164, 244, 11)"
"(188, 159, 15)","(264, 153, 18)","(185, 272, 20)"
"(183, 228, 11)","(237, 229, 19)","(180, 234, 15)"
"(361, 249, 13)","(264, 241, 1)","(366, 252, 14)"
"(357, 259, 14)","(230, 260, 3)","(355, 234, 11)"
"(165, 249, 12)","(228, 247, 20)","(162, 225, 15)"
"(190, 285, 12)","(210, 284, 19)","(188, 215, 10)"
"(356, 227, 16)","(280, 226, 2)","(369, 278, 15)"
"(313, 242, 13)","(192, 243, 6)","(315, 257, 14)"
"(192, 262, 17)","(241, 258, 18)","(188, 279, 13)"
"(183, 224, 8)","(207, 226, 19)","(180, 218, 14)"
"(291, 259, 15)","(248, 254, 7)","(304, 259, 11)"
"(183, 282, 14)","(274, 283, 19)","(180, 271, 10)"
"(305, 198, 9)","(215, 194, 7)","(308, 200, 14)"
"(332, 236, 15)","(273, 224, 4)","(334, 274, 14)"
"(157, 216, 11)","(204, 217, 21)","(156, 192, 15)"
"(307, 231, 14)","(239, 219, 6)","(322, 247, 15)"
"(162, 227, 19)","(319, 229, 20)","(170, 326, 14)"
"(341, 238, 13)","(273, 237, 4)","(345, 266, 14)"
"(182, 234, 19)","(303, 241, 19)","(180, 313, 12)"
"(188, 214, 15)","(253, 214, 19)","(186, 285, 14)"
"(311, 257, 14)","(218, 249, 3)","(332, 217, 11)"
"(316, 257, 16)","(275, 244, 5)","(318, 295, 14)"
"(260, 208, 13)","(229, 214, 12)","(261, 260, 17)"
"(335, 216, 12)","(259, 216, 4)","(338, 250, 15)"
"(309, 267, 17)","(285, 259, 7)","(310, 288, 11)"
"(348, 255, 13)","(279, 253, 3)","(352, 266, 13)"
"(190, 240, 10)","(225, 245, 19)","(188, 225, 14)"
"(341, 208, 6)","(189, 187, 3)","(344, 191, 14)"
"(170, 242, 11)","(268, 241, 20)","(166, 256, 11)"
"(157, 255, 16)","(230, 244, 22)","(147, 239, 12)"
"(324, 233, 11)","(203, 232, 6)","(327, 229, 13)"
"(182, 249, 11)","(240, 251, 19)","(178, 239, 12)"
"(349, 254, 17)","(272, 234, 3)","(355, 304, 12)"
"(343, 237, 12)","(251, 237, 4)","(347, 253, 14)"
"(172, 189, 18)","(284, 176, 20)","(170, 294, 19)"
"(335, 215, 17)","(257, 203, 4)","(343, 275, 20)"
"(202, 187, 11)","(199, 187, 17)","(201, 173, 19)"
"(280, 195, 5)","(175, 196, 10)","(281, 189, 15)"
"(344, 215, 11)","(268, 210, 3)","(347, 245, 15)"
"(152, 257, 18)","(281, 259, 22)","(152, 319, 12)"
"(164, 198, 14)","(260, 197, 21)","(159, 281, 15)"
"(315, 177, 18)","(260, 169, 6)","(321, 261, 21)"
"(328, 228, 12)","(249, 228, 5)","(332, 242, 14)"
"(320, 239, 14)","(262, 239, 5)","(324, 263, 13)"
"(168, 213, 10)","(238, 214, 21)","(165, 226, 14)"
"(321, 256, 16)","(222, 257, 6)","(323, 264, 13)"
"(250, 131, 13)","(252, 131, 12)","(250, 261, 22)"
"(168, 235, 13)","(212, 239, 20)","(164, 217, 15)"
"(201, 225, 13)","(238, 219, 17)","(199, 249, 17)"
"(350, 212, 9)","(222, 214, 3)","(354, 221, 15)"
"(355, 197, 11)","(237, 194, 2)","(360, 233, 16)"
"(176, 252, 11)","(222, 253, 20)","(173, 201, 11)"
"(204, 234, 12)","(249, 235, 17)","(202, 256, 13)"
"(196, 238, 13)","(190, 237, 17)","(193, 229, 12)"
"(175, 253, 10)","(201, 246, 21)","(169, 228, 12)"
"(325, 219, 9)","(233, 220, 6)","(327, 212, 16)"
"(339, 243, 15)","(259, 240, 3)","(329, 262, 14)"
"(309, 251, 11)","(234, 246, 7)","(311, 224, 12)"
"(348, 202, 19)","(329, 194, 2)","(352, 336, 18)"
"(163, 194, 8)","(161, 196, 21)","(159, 170, 17)"
"(154, 232, 11)","(229, 237, 22)","(151, 253, 14)"
"(177, 246, 16)","(299, 244, 19)","(174, 296, 10)"
"(338, 251, 12)","(233, 250, 3)","(350, 243, 10)"
"(344, 241, 13)","(265, 245, 4)","(348, 266, 13)"
"(319, 242, 12)","(252, 241, 5)","(322, 222, 11)"
"(329, 190, 16)","(305, 189, 5)","(332, 295, 19)"
"(343, 239, 15)","(227, 236, 4)","(347, 220, 12)"
"(312, 219, 13)","(215, 209, 6)","(314, 253, 15)"
"(198, 263, 17)","(232, 262, 17)","(196, 284, 11)"
"(321, 253, 11)","(233, 253, 6)","(323, 238, 11)"
"(197, 254, 15)","(288, 254, 18)","(195, 286, 13)"
"(357, 235, 12)","(222, 197, 3)","(353, 236, 14)"
"(309, 256, 12)","(220, 250, 6)","(310, 217, 13)"
"(351, 233, 10)","(247, 233, 2)","(350, 223, 15)"
"(342, 210, 11)","(231, 211, 3)","(345, 217, 17)"
"(139, 278, 17)","(256, 271, 23)","(124, 263, 10)"
"(329, 248, 11)","(243, 242, 5)","(331, 238, 14)"
"(266, 149, 12)","(180, 151, 11)","(268, 180, 24)"
"(214, 218, 17)","(289, 212, 16)","(212, 286, 16)"
"(145, 230, 17)","(270, 226, 21)","(159, 267, 12)"
"(331, 268, 13)","(221, 253, 3)","(343, 212, 13)"
"(233, 217, 15)","(269, 219, 15)","(242, 260, 16)"
"(167, 218, 11)","(208, 218, 20)","(170, 199, 16)"
"(174, 272, 13)","(258, 244, 20)","(171, 274, 11)"
"(204, 191, 10)","(166, 191, 17)","(202, 165, 19)"
"(211, 231, 16)","(285, 238, 16)","(208, 298, 11)"
"(157, 212, 10)","(216, 206, 21)","(158, 225, 11)"
"(314, 211, 14)","(185, 212, 6)","(317, 194, 11)"
"(180, 238, 10)","(224, 225, 19)","(178, 233, 14)"
"(332, 250, 12)","(243, 251, 4)","(336, 248, 12)"
"(329, 223, 12)","(242, 223, 4)","(332, 254, 15)"
"(360, 236, 13)","(252, 236, 1)","(365, 250, 11)"
"(150, 257, 13)","(233, 236, 21)","(149, 253, 12)"
"(345, 219, 12)","(220, 212, 2)","(349, 225, 15)"
"(324, 245, 13)","(227, 245, 5)","(327, 224, 14)"
"(330, 231, 14)","(279, 231, 5)","(333, 279, 14)"
"(181, 242, 10)","(221, 223, 19)","(178, 234, 14)"
"(346, 216, 11)","(251, 216, 2)","(350, 250, 16)"
"(331, 280, 18)","(301, 266, 5)","(335, 300, 12)"
"(314, 200, 12)","(197, 198, 5)","(316, 217, 14)"
"(238, 164, 11)","(230, 152, 13)","(238, 231, 21)"
"(196, 249, 11)","(236, 244, 18)","(193, 235, 11)"
"(227, 164, 13)","(270, 148, 14)","(225, 264, 23)"
"(153, 231, 11)","(229, 221, 22)","(149, 241, 14)"
"(160, 275, 15)","(254, 239, 20)","(158, 277, 11)"
"(212, 260, 16)","(259, 262, 17)","(211, 278, 9)"
"(205, 179, 20)","(278, 149, 17)","(203, 326, 19)"
"(260, 125, 10)","(216, 126, 12)","(260, 231, 25)"
"(247, 233, 17)","(300, 227, 12)","(246, 312, 15)"
"(333, 239, 13)","(269, 239, 5)","(336, 261, 14)"
"(306, 253, 15)","(308, 250, 6)","(346, 239, 13)"
"(316, 227, 14)","(208, 226, 6)","(316, 260, 15)"
"(166, 190, 18)","(291, 178, 21)","(162, 323, 18)"
"(186, 213, 15)","(282, 211, 19)","(183, 284, 15)"
"(328, 245, 16)","(263, 243, 5)","(332, 280, 11)"
"(328, 227, 13)","(237, 227, 5)","(330, 271, 14)"
"(342, 218, 12)","(169, 218, 4)","(345, 220, 17)"
"(186, 237, 14)","(243, 234, 19)","(184, 271, 15)"
"(324, 209, 12)","(226, 209, 4)","(338, 227, 17)"
"(300, 258, 14)","(241, 254, 7)","(303, 268, 10)"
"(179, 233, 14)","(261, 232, 20)","(176, 271, 14)"
"(317, 212, 8)","(184, 203, 5)","(295, 158, 14)"
"(216, 205, 18)","(281, 190, 16)","(215, 303, 15)"
"(225, 241, 10)","(195, 242, 15)","(222, 195, 14)"
"(182, 253, 11)","(245, 254, 19)","(179, 241, 11)"
"(367, 242, 16)","(291, 242, 1)","(372, 292, 12)"
"(334, 227, 10)","(204, 218, 4)","(337, 224, 14)"
"(209, 240, 15)","(213, 239, 17)","(208, 260, 14)"
"(220, 209, 8)","(129, 213, 17)","(221, 136, 15)"
"(162, 267, 11)","(209, 279, 21)","(166, 236, 10)"
"(368, 218, 14)","(235, 218, 1)","(373, 246, 12)"
"(159, 253, 12)","(235, 228, 22)","(155, 246, 14)"
"(336, 262, 16)","(236, 262, 4)","(340, 266, 12)"
"(198, 229, 6)","(188, 221, 17)","(196, 175, 15)"
"(333, 253, 10)","(216, 264, 5)","(328, 216, 15)"
"(172, 245, 15)","(263, 242, 20)","(168, 273, 12)"
"(214, 252, 11)","(205, 247, 20)","(187, 196, 12)"
"(175, 217, 9)","(216, 219, 20)","(171, 210, 14)"
"(157, 246, 15)","(271, 244, 21)","(153, 281, 13)"
"(194, 223, 13)","(233, 213, 18)","(191, 259, 14)"
"(184, 241, 10)","(228, 232, 18)","(181, 239, 14)"
"(226, 223, 9)","(164, 226, 14)","(227, 160, 15)"
"(340, 251, 16)","(265, 256, 3)","(344, 289, 11)"
"(352, 257, 15)","(271, 257, 2)","(356, 279, 10)"
"(173, 258, 13)","(230, 257, 20)","(163, 256, 13)"
"(322, 240, 11)","(237, 248, 5)","(324, 239, 14)"
"(333, 243, 11)","(166, 240, 5)","(336, 222, 10)"
"(157, 265, 13)","(272, 265, 21)","(153, 270, 11)"
"(152, 182, 13)","(226, 167, 22)","(148, 262, 20)"
"(180, 252, 11)","(213, 247, 19)","(176, 227, 11)"
"(311, 216, 15)","(285, 215, 7)","(313, 291, 13)"
"(180, 245, 15)","(265, 244, 19)","(177, 265, 13)"
"(383, 250, 16)","(281, 249, 0)","(379, 299, 13)"
"(328, 231, 11)","(250, 231, 5)","(331, 250, 14)"
"(165, 223, 15)","(267, 223, 21)","(161, 292, 15)"
"(325, 218, 13)","(174, 212, 6)","(328, 256, 13)"
"(173, 244, 13)","(246, 243, 20)","(169, 243, 11)"
"(325, 263, 17)","(293, 253, 5)","(329, 305, 11)"
"(214, 243, 7)","(190, 235, 15)","(213, 212, 13)"
"(159, 270, 13)","(262, 277, 21)","(155, 264, 12)"
"(169, 266, 17)","(270, 264, 20)","(165, 297, 12)"
"(179, 253, 13)","(271, 253, 20)","(176, 266, 13)"
"(349, 289, 12)","(265, 282, 3)","(353, 249, 10)"
"(353, 251, 11)","(261, 251, 2)","(357, 231, 13)"
"(183, 224, 9)","(218, 226, 19)","(180, 216, 14)"
"(153, 267, 11)","(246, 251, 22)","(148, 248, 12)"
"(328, 254, 12)","(241, 249, 4)","(330, 231, 11)"
"(283, 236, 17)","(302, 232, 9)","(285, 288, 15)"
"(180, 188, 8)","(206, 189, 19)","(177, 197, 16)"
"(276, 113, 7)","(201, 116, 10)","(277, 198, 25)"
"(325, 223, 19)","(287, 219, 4)","(327, 309, 15)"
"(179, 246, 10)","(225, 247, 20)","(175, 232, 13)"
"(168, 267, 13)","(220, 267, 20)","(165, 238, 12)"
"(268, 219, 12)","(251, 218, 9)","(269, 246, 16)"
"(345, 283, 16)","(243, 270, 3)","(374, 242, 11)"
"(317, 253, 10)","(239, 254, 5)","(319, 232, 11)"
"(160, 260, 14)","(280, 259, 21)","(156, 277, 12)"
"(334, 225, 10)","(244, 226, 4)","(335, 227, 14)"
"(313, 261, 18)","(272, 266, 6)","(315, 286, 13)"
"(209, 223, 5)","(178, 227, 16)","(207, 165, 13)"
"(318, 215, 11)","(240, 222, 6)","(321, 240, 17)"
"(163, 257, 13)","(224, 257, 20)","(156, 227, 14)"
"(172, 262, 12)","(262, 253, 20)","(168, 260, 13)"
"(363, 276, 16)","(291, 255, 1)","(367, 307, 11)"
"(335, 211, 9)","(211, 213, 4)","(338, 225, 12)"
"(182, 254, 16)","(279, 253, 19)","(179, 258, 14)"
"(328, 234, 17)","(284, 231, 5)","(331, 305, 15)"
"(178, 261, 10)","(179, 261, 19)","(171, 156, 12)"
"(339, 220, 8)","(151, 226, 3)","(342, 207, 15)"
"(180, 227, 9)","(223, 230, 19)","(177, 219, 13)"
"(345, 229, 12)","(233, 228, 3)","(349, 222, 15)"
"(342, 222, 8)","(225, 247, 3)","(346, 191, 12)"
"(318, 236, 12)","(233, 223, 6)","(320, 264, 11)"
"(339, 235, 11)","(203, 227, 4)","(341, 220, 15)"
"(330, 241, 15)","(239, 242, 5)","(338, 257, 14)"
"(317, 304, 18)","(308, 303, 6)","(319, 332, 6)"
"(334, 265, 15)","(227, 261, 5)","(337, 234, 12)"
"(370, 237, 16)","(255, 222, 2)","(372, 288, 16)"
"(319, 237, 12)","(190, 238, 5)","(324, 207, 13)"
"(156, 256, 12)","(215, 261, 21)","(164, 210, 13)"
"(176, 213, 12)","(251, 213, 20)","(173, 260, 15)"
"(150, 203, 16)","(291, 201, 22)","(146, 285, 14)"
"(348, 242, 9)","(226, 243, 3)","(352, 239, 11)"
"(327, 266, 19)","(292, 266, 6)","(331, 302, 12)"
"(155, 273, 14)","(221, 272, 22)","(151, 261, 10)"
"(280, 212, 17)","(324, 203, 10)","(281, 324, 12)"
"(348, 159, 15)","(282, 158, 3)","(352, 291, 23)"
"(166, 195, 20)","(306, 188, 20)","(163, 333, 18)"
"(347, 273, 15)","(238, 273, 3)","(352, 249, 13)"
"(204, 259, 16)","(242, 255, 17)","(200, 254, 12)"
"(247, 158, 14)","(269, 158, 13)","(247, 271, 19)"
"(328, 219, 9)","(220, 213, 5)","(331, 225, 13)"
"(176, 255, 14)","(241, 236, 19)","(183, 249, 10)"
"(341, 265, 10)","(228, 266, 4)","(344, 230, 10)"
"(321, 260, 12)","(257, 260, 6)","(324, 246, 14)"
"(349, 172, 13)","(248, 166, 3)","(353, 265, 18)"
"(152, 248, 9)","(170, 249, 21)","(156, 213, 12)"
"(336, 204, 14)","(252, 208, 4)","(339, 251, 16)"
"(168, 215, 11)","(250, 216, 21)","(165, 250, 16)"
"(244, 67, 8)","(197, 57, 13)","(233, 194, 28)"
"(157, 255, 14)","(259, 254, 22)","(153, 255, 12)"
"(227, 203, 12)","(247, 204, 14)","(226, 250, 17)"
"(322, 160, 14)","(265, 141, 6)","(321, 256, 19)"
"(172, 152, 8)","(176, 154, 21)","(168, 198, 18)"
"(288, 130, 11)","(221, 124, 9)","(286, 216, 23)"
"(346, 261, 14)","(270, 260, 3)","(352, 267, 13)"
"(302, 235, 15)","(267, 224, 7)","(304, 282, 13)"
"(365, 248, 14)","(279, 246, 2)","(370, 264, 14)"
"(214, 203, 18)","(281, 224, 15)","(212, 309, 16)"
"(230, 172, 13)","(263, 149, 15)","(229, 271, 20)"
"(175, 197, 13)","(188, 191, 20)","(170, 191, 15)"
"(269, 153, 12)","(247, 149, 9)","(273, 255, 22)"
"(206, 208, 18)","(281, 206, 17)","(204, 252, 16)"
"(326, 250, 9)","(245, 245, 5)","(329, 229, 12)"
"(182, 247, 12)","(223, 247, 19)","(179, 223, 11)"
"(348, 226, 15)","(201, 224, 2)","(352, 236, 15)"
"(359, 203, 11)","(239, 203, 2)","(363, 233, 13)"
"(339, 221, 18)","(305, 220, 3)","(343, 314, 14)"
"(174, 234, 9)","(229, 237, 20)","(171, 226, 12)"
"(147, 250, 14)","(274, 236, 22)","(143, 267, 10)"
"(357, 217, 15)","(271, 216, 2)","(361, 281, 14)"
"(169, 200, 4)","(154, 196, 21)","(164, 171, 17)"
"(348, 229, 14)","(257, 223, 2)","(354, 267, 13)"
"(184, 259, 12)","(207, 259, 18)","(181, 230, 12)"
"(210, 218, 10)","(229, 219, 17)","(208, 240, 17)"
"(340, 255, 12)","(231, 216, 4)","(343, 248, 16)"
"(194, 220, 7)","(182, 226, 18)","(191, 187, 16)"
"(364, 186, 13)","(227, 182, 1)","(368, 248, 18)"
"(146, 248, 13)","(262, 248, 23)","(141, 264, 12)"
"(198, 237, 13)","(224, 237, 17)","(194, 225, 13)"
"(172, 239, 13)","(241, 237, 20)","(178, 244, 14)"
"(149, 253, 15)","(222, 257, 22)","(154, 258, 12)"
"(191, 231, 13)","(244, 231, 18)","(189, 261, 10)"
"(204, 251, 13)","(262, 244, 17)","(201, 255, 12)"
