coronal,sagittal,transversal
"(155, 265, 13)","(280, 264, 22)","(135, 274, 11)"
"(362, 219, 16)","(253, 216, 2)","(367, 301, 16)"
"(382, 203, 14)","(283, 203, 0)","(390, 256, 16)"
"(357, 244, 16)","(221, 225, 2)","(361, 272, 11)"
"(168, 257, 16)","(298, 258, 21)","(164, 293, 12)"
"(369, 250, 13)","(247, 256, 0)","(386, 234, 13)"
"(366, 211, 14)","(221, 210, 1)","(370, 231, 16)"
"(134, 243, 11)","(231, 226, 22)","(148, 251, 14)"
"(366, 217, 13)","(199, 214, 2)","(371, 253, 15)"
"(146, 200, 13)","(254, 199, 23)","(141, 239, 20)"
"(157, 256, 12)","(260, 250, 22)","(153, 253, 14)"
"(133, 273, 14)","(228, 267, 24)","(119, 257, 9)"
"(143, 206, 15)","(223, 204, 23)","(132, 249, 16)"
"(150, 322, 12)","(225, 318, 22)","(144, 235, 7)"
"(381, 213, 13)","(240, 193, 0)","(384, 250, 15)"
"(124, 225, 14)","(232, 224, 25)","(110, 229, 18)"
"(361, 218, 15)","(243, 219, 1)","(366, 261, 16)"
"(135, 208, 13)","(257, 207, 22)","(130, 251, 17)"
"(185, 326, 16)","(289, 324, 18)","(183, 287, 4)"
"(391, 188, 13)","(244, 189, -1)","(390, 234, 20)"
"(141, 205, 13)","(236, 204, 23)","(147, 218, 17)"
"(373, 217, 13)","(253, 220, 1)","(377, 258, 15)"
"(137, 199, 14)","(260, 196, 23)","(133, 268, 17)"
"(133, 204, 13)","(257, 204, 24)","(128, 255, 15)"
"(136, 214, 15)","(316, 211, 24)","(131, 295, 16)"
"(381, 216, 14)","(242, 217, -1)","(387, 232, 17)"
"(379, 183, 14)","(271, 180, -1)","(386, 294, 17)"
"(158, 219, 13)","(255, 208, 22)","(154, 267, 15)"
"(132, 249, 14)","(217, 245, 24)","(128, 224, 14)"
"(376, 193, 14)","(266, 185, 0)","(382, 264, 18)"
"(146, 201, 16)","(308, 194, 23)","(142, 309, 13)"
"(145, 201, 15)","(289, 184, 22)","(151, 282, 20)"
"(363, 229, 11)","(249, 229, 1)","(368, 235, 16)"
"(149, 212, 10)","(230, 211, 22)","(147, 232, 18)"
"(164, 213, 13)","(248, 213, 21)","(160, 269, 15)"
"(132, 196, 13)","(219, 195, 24)","(133, 235, 16)"
"(362, 227, 15)","(244, 211, 1)","(371, 239, 16)"
"(380, 242, 18)","(284, 239, -1)","(385, 288, 14)"
"(347, 199, 15)","(251, 195, 2)","(352, 242, 15)"
"(381, 247, 15)","(260, 237, 0)","(386, 289, 14)"
"(151, 205, 13)","(208, 205, 23)","(146, 227, 12)"
"(153, 206, 16)","(311, 203, 22)","(149, 302, 15)"
"(356, 222, 11)","(233, 218, 2)","(360, 246, 14)"
"(126, 225, 14)","(242, 225, 24)","(121, 244, 14)"
"(380, 218, 16)","(273, 218, 0)","(387, 307, 13)"
"(377, 214, 13)","(213, 212, 0)","(382, 258, 16)"
"(351, 345, 16)","(299, 345, 3)","(355, 281, 1)"
"(361, 242, 14)","(208, 247, 1)","(385, 233, 14)"
"(151, 244, 12)","(233, 233, 22)","(147, 260, 16)"
"(358, 210, 17)","(296, 208, 2)","(368, 294, 17)"
"(376, 229, 14)","(249, 224, 0)","(381, 279, 15)"
"(130, 240, 12)","(247, 241, 24)","(124, 256, 13)"
"(371, 212, 16)","(259, 215, 0)","(384, 269, 15)"
"(383, 203, 16)","(256, 200, -1)","(389, 268, 16)"
"(351, 330, 14)","(214, 323, 2)","(355, 269, 4)"
"(140, 212, 13)","(258, 212, 24)","(136, 260, 18)"
"(158, 184, 12)","(243, 184, 22)","(133, 250, 18)"
"(132, 224, 15)","(270, 224, 24)","(172, 243, 13)"
"(368, 213, 19)","(315, 208, 1)","(373, 308, 15)"
"(149, 259, 14)","(271, 257, 22)","(141, 269, 12)"
"(357, 269, 13)","(271, 271, 2)","(361, 249, 10)"
"(373, 255, 16)","(252, 252, 0)","(379, 272, 11)"
"(146, 279, 14)","(248, 262, 23)","(135, 260, 10)"
"(368, 238, 16)","(213, 236, 0)","(373, 247, 14)"
"(147, 215, 14)","(269, 215, 23)","(142, 264, 12)"
"(387, 199, 12)","(207, 200, -1)","(392, 255, 15)"
"(144, 215, 14)","(265, 215, 22)","(140, 273, 15)"
"(368, 232, 15)","(194, 232, 1)","(373, 232, 14)"
"(364, 226, 12)","(274, 226, 2)","(368, 253, 17)"
"(143, 234, 13)","(269, 234, 23)","(138, 241, 13)"
"(405, 209, 13)","(252, 209, -2)","(412, 256, 16)"
"(180, 360, 13)","(263, 360, 19)","(177, 239, 4)"
"(352, 186, 10)","(240, 187, 3)","(357, 236, 19)"
"(351, 231, 14)","(185, 231, 3)","(355, 239, 14)"
"(357, 234, 11)","(244, 234, 2)","(362, 245, 12)"
"(388, 233, 13)","(250, 222, 0)","(400, 254, 13)"
"(136, 190, 14)","(278, 188, 24)","(132, 281, 17)"
"(190, 224, 11)","(214, 219, 23)","(143, 213, 13)"
"(150, 208, 18)","(264, 206, 22)","(145, 276, 17)"
"(382, 156, 14)","(271, 146, 0)","(387, 268, 19)"
"(135, 201, 12)","(251, 198, 24)","(129, 256, 16)"
"(146, 222, 14)","(256, 224, 23)","(141, 267, 14)"
