coronal,sagittal,transversal
"(310, 164, 22)","(365, 160, 7)","(313, 359, 20)"
"(181, 283, 26)","(400, 272, 19)","(178, 401, 9)"
"(197, 223, 25)","(358, 221, 17)","(209, 397, 16)"
"(197, 188, 24)","(341, 203, 20)","(186, 341, 18)"
"(150, 263, 23)","(364, 255, 23)","(145, 361, 12)"
"(328, 235, 26)","(388, 223, 5)","(379, 356, 18)"
"(326, 257, 23)","(374, 247, 6)","(315, 390, 11)"
"(334, 146, 22)","(278, 141, 5)","(337, 359, 22)"
"(194, 224, 26)","(349, 224, 16)","(184, 401, 14)"
"(306, 241, 26)","(371, 234, 6)","(314, 374, 13)"
"(154, 296, 25)","(326, 269, 21)","(150, 387, 10)"
"(306, 242, 25)","(324, 235, 7)","(308, 382, 11)"
"(319, 249, 24)","(370, 246, 6)","(322, 384, 12)"
"(352, 292, 27)","(398, 282, 3)","(356, 360, 6)"
"(191, 126, 22)","(296, 101, 18)","(189, 341, 21)"
"(204, 208, 24)","(376, 206, 17)","(202, 387, 17)"
"(176, 206, 26)","(303, 208, 19)","(187, 376, 17)"
"(346, 301, 18)","(298, 291, 3)","(350, 297, 7)"
"(172, 219, 24)","(309, 207, 20)","(148, 324, 17)"
"(186, 240, 25)","(381, 229, 18)","(183, 403, 14)"
"(230, 232, 26)","(357, 236, 15)","(223, 378, 14)"
"(167, 175, 25)","(384, 165, 21)","(163, 391, 16)"
"(323, 165, 23)","(336, 147, 5)","(325, 337, 21)"
"(196, 230, 26)","(364, 222, 18)","(193, 391, 15)"
"(346, 212, 24)","(374, 204, 3)","(350, 390, 12)"
"(330, 243, 25)","(363, 226, 4)","(333, 393, 12)"
"(326, 203, 24)","(353, 182, 5)","(328, 379, 15)"
"(184, 208, 23)","(314, 173, 20)","(173, 315, 17)"
"(179, 182, 21)","(308, 168, 19)","(176, 332, 17)"
"(223, 212, 22)","(347, 198, 16)","(221, 364, 16)"
"(326, 257, 26)","(355, 258, 5)","(332, 365, 12)"
"(348, 263, 23)","(325, 266, 3)","(350, 329, 11)"
"(201, 236, 25)","(388, 231, 18)","(199, 384, 13)"
"(195, 261, 26)","(405, 256, 18)","(193, 408, 12)"
"(201, 220, 23)","(373, 217, 18)","(199, 374, 13)"
"(314, 179, 21)","(345, 174, 6)","(315, 352, 21)"
"(331, 262, 25)","(371, 247, 5)","(337, 384, 9)"
"(309, 208, 22)","(333, 206, 6)","(311, 329, 17)"
"(198, 198, 26)","(346, 192, 17)","(202, 365, 20)"
"(170, 300, 26)","(398, 292, 20)","(152, 394, 9)"
"(338, 319, 23)","(351, 307, 4)","(341, 334, 8)"
"(171, 276, 21)","(310, 273, 21)","(155, 344, 10)"
"(178, 180, 21)","(348, 168, 20)","(175, 352, 19)"
"(328, 199, 26)","(354, 193, 5)","(332, 371, 18)"
"(297, 230, 23)","(374, 226, 8)","(298, 372, 13)"
"(217, 184, 23)","(345, 205, 16)","(198, 366, 17)"
"(291, 181, 23)","(367, 189, 7)","(293, 375, 19)"
"(215, 258, 23)","(343, 252, 16)","(213, 331, 9)"
"(333, 249, 25)","(366, 247, 5)","(336, 370, 11)"
"(197, 156, 27)","(348, 134, 18)","(193, 367, 23)"
"(290, 180, 21)","(336, 170, 9)","(291, 358, 20)"
"(287, 283, 23)","(357, 276, 9)","(288, 351, 8)"
"(315, 199, 24)","(363, 198, 6)","(333, 367, 17)"
"(216, 235, 21)","(349, 235, 16)","(214, 358, 13)"
"(195, 275, 28)","(355, 267, 17)","(190, 397, 11)"
"(186, 263, 26)","(403, 242, 18)","(184, 407, 9)"
"(182, 205, 24)","(338, 194, 19)","(178, 338, 16)"
"(181, 105, 18)","(263, 103, 19)","(178, 282, 26)"
"(296, 224, 27)","(343, 211, 7)","(298, 423, 17)"
"(236, 113, 20)","(259, 101, 14)","(227, 270, 25)"
"(305, 202, 24)","(380, 194, 7)","(308, 386, 17)"
"(333, 247, 27)","(366, 243, 4)","(336, 406, 12)"
"(173, 277, 25)","(392, 250, 19)","(170, 381, 11)"
"(322, 209, 25)","(371, 192, 5)","(335, 364, 17)"
"(305, 226, 25)","(361, 216, 7)","(308, 379, 14)"
"(199, 210, 25)","(328, 196, 17)","(198, 379, 15)"
"(205, 223, 23)","(357, 218, 17)","(199, 330, 13)"
"(315, 271, 26)","(376, 257, 6)","(318, 399, 10)"
"(342, 184, 23)","(350, 197, 4)","(345, 370, 21)"
"(325, 206, 22)","(359, 198, 6)","(328, 372, 16)"
"(323, 201, 22)","(318, 182, 4)","(340, 333, 18)"
"(192, 211, 23)","(309, 190, 18)","(187, 344, 17)"
"(318, 219, 23)","(354, 170, 6)","(321, 349, 18)"
"(203, 192, 22)","(328, 186, 17)","(203, 362, 17)"
"(224, 135, 22)","(377, 116, 15)","(222, 356, 21)"
"(298, 225, 23)","(363, 196, 7)","(301, 378, 15)"
"(294, 226, 26)","(389, 199, 8)","(291, 399, 17)"
"(211, 213, 22)","(345, 206, 16)","(206, 360, 14)"
"(346, 220, 23)","(342, 208, 3)","(346, 349, 15)"
"(177, 165, 23)","(361, 154, 20)","(174, 376, 19)"
"(165, 203, 22)","(341, 191, 20)","(161, 348, 19)"
"(304, 250, 26)","(371, 246, 7)","(307, 363, 15)"
"(211, 159, 22)","(341, 152, 16)","(222, 336, 22)"
"(305, 241, 25)","(363, 234, 7)","(310, 352, 12)"
"(182, 227, 26)","(382, 224, 19)","(180, 394, 13)"
"(319, 127, 20)","(315, 121, 6)","(321, 322, 20)"
"(264, 201, 30)","(397, 190, 13)","(258, 409, 16)"
"(203, 200, 26)","(378, 198, 17)","(201, 388, 14)"
"(343, 290, 24)","(373, 279, 3)","(347, 370, 8)"
"(218, 219, 25)","(351, 210, 17)","(222, 363, 15)"
"(219, 188, 22)","(363, 182, 16)","(218, 362, 17)"
"(198, 197, 23)","(370, 195, 18)","(198, 372, 17)"
"(333, 285, 24)","(330, 281, 4)","(337, 331, 10)"
"(255, 224, 19)","(323, 223, 12)","(255, 320, 16)"
"(228, 235, 22)","(334, 226, 14)","(224, 328, 11)"
"(321, 243, 26)","(337, 233, 2)","(343, 340, 12)"
"(182, 287, 24)","(298, 281, 19)","(179, 342, 10)"
"(205, 129, 21)","(300, 118, 17)","(202, 321, 24)"
"(301, 274, 26)","(381, 266, 5)","(328, 370, 11)"
"(184, 192, 21)","(350, 180, 18)","(184, 341, 20)"
"(272, 286, 33)","(435, 279, 12)","(252, 435, 12)"
"(195, 159, 19)","(310, 157, 18)","(192, 312, 22)"
"(364, 278, 24)","(348, 275, 1)","(368, 366, 10)"
"(203, 240, 26)","(408, 231, 17)","(200, 404, 13)"
"(191, 160, 24)","(355, 156, 18)","(189, 361, 18)"
"(187, 190, 21)","(317, 176, 18)","(193, 327, 19)"
"(199, 199, 24)","(383, 192, 18)","(196, 386, 18)"
"(199, 241, 26)","(368, 231, 18)","(180, 345, 14)"
"(304, 211, 22)","(343, 201, 8)","(306, 366, 18)"
"(293, 232, 22)","(366, 229, 9)","(295, 368, 14)"
"(287, 182, 25)","(331, 181, 8)","(284, 378, 18)"
"(350, 252, 23)","(333, 241, 2)","(353, 349, 11)"
"(162, 255, 26)","(367, 250, 20)","(166, 371, 12)"
"(328, 241, 25)","(413, 230, 4)","(331, 408, 11)"
"(208, 290, 23)","(361, 284, 17)","(207, 322, 8)"
"(209, 199, 26)","(316, 194, 15)","(207, 370, 15)"
"(297, 180, 22)","(333, 171, 8)","(299, 330, 17)"
"(321, 174, 21)","(343, 164, 6)","(324, 357, 18)"
"(150, 252, 20)","(306, 247, 23)","(145, 303, 13)"
"(174, 273, 22)","(373, 268, 19)","(171, 370, 10)"
"(195, 251, 25)","(389, 239, 18)","(191, 382, 11)"
"(209, 243, 24)","(372, 240, 17)","(206, 385, 14)"
"(326, 204, 24)","(340, 187, 4)","(329, 349, 16)"
"(340, 166, 23)","(335, 166, 4)","(340, 346, 20)"
"(179, 276, 25)","(374, 261, 20)","(176, 375, 8)"
"(287, 296, 23)","(356, 277, 9)","(289, 371, 11)"
"(201, 238, 25)","(360, 233, 18)","(197, 350, 16)"
"(323, 237, 20)","(337, 233, 5)","(349, 344, 14)"
"(199, 270, 22)","(353, 279, 17)","(196, 355, 11)"
"(195, 279, 27)","(382, 258, 18)","(189, 396, 8)"
"(132, 209, 19)","(318, 209, 23)","(128, 321, 18)"
"(211, 182, 23)","(379, 180, 16)","(209, 372, 19)"
"(294, 262, 28)","(424, 252, 8)","(296, 404, 11)"
"(287, 153, 26)","(402, 150, 9)","(289, 406, 20)"
"(204, 226, 28)","(426, 218, 17)","(202, 428, 12)"
"(196, 172, 26)","(335, 168, 19)","(191, 340, 21)"
"(204, 212, 25)","(381, 203, 17)","(202, 394, 13)"
"(205, 361, 17)","(315, 357, 17)","(202, 296, 1)"
"(261, 211, 17)","(317, 208, 11)","(260, 316, 15)"
"(309, 232, 25)","(379, 230, 7)","(311, 381, 14)"
"(182, 281, 23)","(374, 275, 19)","(179, 376, 7)"
"(171, 259, 24)","(339, 256, 21)","(167, 373, 11)"
"(208, 292, 26)","(397, 277, 17)","(206, 406, 10)"
"(233, 230, 22)","(359, 229, 15)","(231, 361, 13)"
"(348, 285, 23)","(324, 281, 3)","(352, 353, 7)"
"(185, 262, 24)","(364, 254, 19)","(179, 370, 12)"
"(221, 169, 23)","(341, 161, 15)","(219, 375, 16)"
"(302, 261, 28)","(407, 276, 7)","(321, 408, 11)"
"(333, 154, 24)","(326, 130, 5)","(337, 379, 20)"
"(196, 166, 22)","(346, 155, 18)","(193, 361, 21)"
"(187, 100, 19)","(321, 97, 17)","(186, 307, 26)"
"(311, 232, 28)","(411, 229, 6)","(314, 441, 14)"
"(210, 260, 25)","(391, 257, 17)","(207, 396, 12)"
"(312, 172, 24)","(346, 167, 6)","(315, 346, 19)"
"(186, 275, 24)","(364, 246, 19)","(183, 382, 12)"
"(282, 235, 18)","(321, 234, 10)","(283, 314, 13)"
"(195, 309, 23)","(387, 301, 18)","(193, 378, 7)"
"(176, 288, 25)","(370, 274, 20)","(172, 392, 7)"
"(280, 249, 20)","(307, 243, 9)","(282, 280, 13)"
"(346, 198, 22)","(362, 193, 3)","(350, 341, 17)"
"(316, 267, 26)","(392, 261, 6)","(319, 396, 10)"
"(310, 144, 23)","(362, 143, 6)","(313, 349, 21)"
"(225, 228, 22)","(341, 225, 15)","(227, 348, 13)"
"(303, 216, 25)","(336, 214, 7)","(305, 381, 15)"
"(194, 154, 23)","(297, 142, 18)","(191, 346, 19)"
"(290, 234, 24)","(388, 225, 8)","(291, 389, 15)"
"(188, 242, 26)","(407, 228, 19)","(185, 416, 12)"
"(313, 238, 26)","(300, 231, 6)","(315, 383, 13)"
"(174, 288, 25)","(384, 259, 20)","(171, 393, 7)"
"(179, 263, 24)","(368, 266, 19)","(176, 377, 13)"
"(199, 149, 23)","(309, 141, 18)","(190, 339, 20)"
"(190, 305, 26)","(361, 297, 18)","(188, 412, 8)"
"(196, 263, 27)","(403, 243, 18)","(207, 404, 11)"
"(300, 177, 23)","(364, 172, 7)","(302, 375, 18)"
"(340, 181, 24)","(364, 169, 3)","(343, 394, 16)"
"(229, 233, 19)","(340, 216, 15)","(228, 335, 14)"
"(182, 262, 27)","(346, 245, 20)","(191, 360, 12)"
"(171, 193, 21)","(329, 183, 20)","(168, 335, 19)"
"(350, 160, 21)","(320, 135, 3)","(358, 317, 20)"
"(158, 198, 25)","(389, 195, 21)","(155, 398, 16)"
"(316, 255, 26)","(391, 246, 6)","(319, 379, 14)"
"(300, 196, 24)","(323, 193, 7)","(316, 334, 17)"
"(177, 312, 28)","(423, 272, 18)","(174, 420, 10)"
"(298, 296, 23)","(389, 285, 8)","(310, 366, 10)"
"(162, 291, 24)","(358, 280, 21)","(157, 382, 10)"
"(215, 248, 23)","(401, 240, 16)","(213, 381, 12)"
"(333, 286, 25)","(362, 267, 4)","(338, 381, 9)"
"(191, 168, 24)","(344, 144, 19)","(188, 371, 19)"
"(334, 176, 22)","(348, 163, 4)","(338, 365, 16)"
"(311, 194, 26)","(372, 185, 7)","(309, 378, 15)"
"(177, 141, 21)","(351, 136, 20)","(174, 361, 23)"
"(171, 281, 21)","(350, 275, 20)","(168, 358, 9)"
"(222, 221, 27)","(404, 197, 16)","(220, 416, 17)"
"(165, 246, 25)","(377, 285, 19)","(164, 372, 9)"
"(159, 233, 22)","(349, 219, 22)","(155, 373, 14)"
"(321, 223, 26)","(397, 219, 5)","(324, 386, 13)"
"(186, 223, 24)","(378, 217, 19)","(183, 378, 14)"
"(200, 206, 26)","(345, 205, 18)","(183, 349, 17)"
"(205, 159, 22)","(323, 154, 17)","(203, 348, 19)"
"(274, 298, 21)","(345, 296, 10)","(277, 348, 8)"
"(323, 254, 25)","(396, 228, 5)","(325, 402, 12)"
"(209, 271, 21)","(361, 270, 16)","(207, 345, 11)"
"(180, 273, 22)","(331, 266, 20)","(177, 356, 8)"
"(317, 232, 26)","(389, 226, 6)","(320, 399, 15)"
"(182, 273, 24)","(310, 218, 19)","(179, 386, 11)"
"(318, 260, 24)","(381, 248, 6)","(321, 385, 12)"
"(316, 218, 25)","(336, 199, 5)","(318, 361, 12)"
"(316, 248, 24)","(381, 240, 6)","(319, 386, 12)"
"(174, 176, 21)","(299, 178, 22)","(170, 299, 19)"
"(262, 243, 22)","(291, 241, 11)","(264, 340, 12)"
"(206, 259, 27)","(399, 235, 17)","(204, 422, 7)"
"(276, 228, 21)","(329, 205, 10)","(275, 357, 14)"
"(314, 235, 26)","(403, 224, 6)","(317, 402, 15)"
"(327, 250, 24)","(385, 245, 5)","(329, 376, 12)"
"(207, 208, 21)","(367, 205, 17)","(197, 364, 16)"
"(218, 222, 22)","(360, 210, 16)","(216, 365, 19)"
"(164, 226, 22)","(378, 218, 21)","(158, 375, 17)"
"(192, 175, 21)","(352, 174, 18)","(189, 362, 19)"
"(255, 225, 18)","(255, 224, 13)","(240, 301, 14)"
"(314, 274, 26)","(382, 260, 5)","(318, 399, 11)"
"(308, 297, 23)","(359, 291, 7)","(310, 339, 9)"
"(199, 149, 24)","(334, 126, 17)","(197, 358, 21)"
"(329, 183, 22)","(344, 176, 4)","(333, 352, 20)"
"(310, 293, 27)","(374, 290, 5)","(313, 379, 9)"
"(227, 258, 25)","(324, 260, 14)","(227, 375, 12)"
"(355, 195, 25)","(357, 189, 1)","(344, 364, 19)"
"(290, 234, 26)","(385, 219, 9)","(292, 382, 12)"
"(173, 240, 25)","(345, 224, 20)","(169, 381, 13)"
"(338, 250, 26)","(395, 246, 4)","(342, 391, 11)"
"(238, 282, 22)","(355, 276, 14)","(237, 334, 10)"
"(152, 314, 20)","(325, 286, 22)","(149, 330, 8)"
"(336, 290, 27)","(348, 285, 4)","(329, 355, 10)"
"(193, 218, 22)","(364, 211, 18)","(191, 369, 16)"
"(303, 284, 26)","(387, 280, 8)","(305, 388, 11)"
"(194, 281, 23)","(367, 274, 18)","(192, 380, 10)"
"(330, 238, 22)","(342, 232, 6)","(337, 339, 15)"
"(201, 255, 22)","(363, 247, 17)","(199, 363, 13)"
"(321, 268, 26)","(333, 264, 5)","(324, 384, 10)"
"(351, 236, 26)","(381, 247, 3)","(355, 401, 11)"
"(170, 197, 22)","(349, 191, 20)","(167, 360, 17)"
"(340, 190, 22)","(339, 184, 3)","(344, 337, 19)"
"(191, 149, 23)","(363, 139, 19)","(188, 377, 22)"
"(322, 248, 26)","(363, 245, 5)","(325, 353, 14)"
"(216, 226, 25)","(342, 222, 17)","(215, 345, 14)"
"(181, 278, 26)","(391, 244, 20)","(178, 396, 10)"
"(169, 278, 23)","(379, 272, 20)","(166, 376, 7)"
"(181, 282, 25)","(365, 282, 20)","(168, 365, 9)"
"(288, 225, 26)","(351, 222, 7)","(324, 353, 13)"
"(329, 201, 22)","(337, 194, 5)","(333, 336, 14)"
"(330, 240, 27)","(401, 230, 4)","(333, 405, 9)"
"(195, 270, 30)","(410, 265, 19)","(155, 393, 11)"
"(327, 225, 23)","(295, 223, 5)","(329, 352, 13)"
"(332, 285, 24)","(368, 273, 5)","(336, 385, 9)"
"(198, 207, 20)","(339, 173, 18)","(195, 342, 17)"
"(323, 164, 25)","(336, 155, 5)","(325, 385, 18)"
"(313, 192, 21)","(325, 183, 7)","(315, 340, 18)"
"(307, 255, 25)","(389, 251, 7)","(310, 398, 13)"
"(275, 289, 26)","(345, 293, 10)","(276, 388, 9)"
"(202, 340, 24)","(366, 323, 17)","(199, 391, 5)"
"(161, 208, 22)","(356, 214, 21)","(157, 374, 13)"
"(183, 306, 25)","(346, 268, 21)","(174, 351, 8)"
"(203, 186, 25)","(308, 184, 17)","(201, 392, 17)"
"(180, 303, 23)","(352, 281, 20)","(177, 366, 8)"
"(321, 168, 24)","(322, 155, 6)","(324, 388, 17)"
"(174, 238, 21)","(331, 227, 21)","(171, 352, 15)"
"(205, 175, 21)","(352, 171, 17)","(203, 356, 18)"
"(203, 246, 27)","(441, 241, 17)","(201, 422, 14)"
"(212, 180, 22)","(361, 178, 17)","(210, 364, 19)"
"(184, 194, 21)","(274, 198, 19)","(190, 319, 18)"
"(332, 178, 23)","(346, 167, 3)","(337, 358, 19)"
"(313, 160, 19)","(329, 154, 7)","(315, 337, 21)"
"(301, 281, 23)","(342, 279, 7)","(313, 354, 11)"
"(299, 225, 25)","(333, 213, 7)","(311, 353, 14)"
"(209, 275, 25)","(404, 267, 17)","(207, 399, 10)"
"(324, 244, 23)","(361, 245, 6)","(379, 357, 14)"
"(297, 199, 25)","(340, 197, 7)","(313, 341, 17)"
"(221, 207, 24)","(345, 197, 16)","(220, 373, 16)"
"(303, 217, 26)","(318, 211, 8)","(300, 393, 13)"
"(328, 244, 24)","(380, 232, 5)","(331, 386, 14)"
"(283, 159, 23)","(384, 148, 10)","(284, 371, 20)"
"(323, 204, 22)","(321, 178, 6)","(327, 345, 19)"
"(293, 260, 28)","(374, 240, 7)","(303, 372, 14)"
"(333, 167, 17)","(301, 165, 5)","(334, 312, 22)"
"(366, 200, 24)","(345, 185, 1)","(370, 356, 16)"
"(335, 281, 24)","(334, 274, 4)","(339, 320, 11)"
"(321, 213, 24)","(359, 216, 6)","(330, 356, 16)"
"(287, 254, 22)","(285, 250, 10)","(289, 309, 13)"
"(296, 199, 26)","(370, 196, 7)","(304, 367, 18)"
"(341, 193, 23)","(375, 186, 3)","(365, 374, 16)"
"(157, 239, 23)","(336, 261, 22)","(153, 347, 12)"
"(253, 116, 26)","(382, 109, 12)","(253, 392, 22)"
"(200, 169, 25)","(375, 164, 17)","(197, 386, 19)"
"(168, 329, 24)","(354, 326, 20)","(165, 372, 8)"
"(347, 219, 23)","(362, 213, 2)","(351, 352, 14)"
"(349, 263, 24)","(386, 253, 3)","(353, 389, 12)"
"(227, 205, 23)","(359, 188, 15)","(220, 356, 14)"
"(316, 320, 29)","(399, 318, 5)","(313, 425, 7)"
"(214, 195, 24)","(391, 183, 16)","(213, 384, 18)"
"(303, 216, 25)","(389, 197, 7)","(306, 382, 14)"
"(331, 221, 22)","(319, 223, 5)","(358, 330, 15)"
"(136, 185, 24)","(338, 171, 23)","(131, 350, 21)"
"(305, 179, 24)","(368, 159, 7)","(307, 386, 19)"
"(289, 188, 29)","(421, 188, 9)","(291, 439, 19)"
"(247, 243, 26)","(375, 243, 13)","(247, 382, 13)"
"(328, 201, 22)","(344, 194, 6)","(329, 359, 18)"
"(302, 215, 24)","(373, 206, 7)","(304, 374, 14)"
"(190, 247, 26)","(371, 230, 18)","(186, 410, 14)"
"(162, 302, 25)","(394, 287, 21)","(157, 392, 8)"
"(195, 198, 23)","(336, 194, 16)","(221, 344, 18)"
"(293, 339, 25)","(332, 312, 9)","(294, 390, 3)"
"(214, 199, 23)","(364, 195, 16)","(210, 377, 17)"
"(327, 192, 23)","(365, 175, 5)","(330, 374, 16)"
"(322, 216, 25)","(368, 212, 6)","(325, 386, 15)"
"(203, 133, 20)","(286, 135, 18)","(200, 334, 23)"
"(324, 176, 23)","(349, 167, 5)","(327, 357, 16)"
"(331, 175, 24)","(327, 165, 5)","(333, 385, 19)"
"(201, 209, 22)","(376, 199, 17)","(198, 360, 17)"
"(162, 291, 27)","(374, 276, 20)","(158, 378, 8)"
"(323, 262, 21)","(323, 248, 5)","(340, 343, 12)"
"(279, 250, 20)","(285, 227, 9)","(283, 290, 12)"
"(159, 297, 24)","(344, 300, 21)","(161, 347, 9)"
"(349, 209, 23)","(372, 207, 3)","(353, 377, 16)"
"(319, 267, 22)","(321, 249, 6)","(318, 333, 11)"
"(271, 112, 18)","(322, 113, 9)","(272, 324, 25)"
"(223, 248, 27)","(372, 213, 17)","(220, 386, 14)"
"(239, 208, 23)","(345, 205, 14)","(239, 367, 16)"
"(224, 196, 23)","(388, 188, 15)","(222, 383, 19)"
"(335, 178, 20)","(306, 164, 4)","(347, 335, 21)"
"(178, 216, 25)","(341, 213, 19)","(175, 338, 16)"
"(304, 216, 24)","(381, 208, 7)","(306, 377, 15)"
"(178, 246, 24)","(361, 250, 19)","(174, 384, 10)"
"(313, 251, 25)","(381, 244, 6)","(316, 387, 11)"
"(150, 249, 24)","(327, 243, 22)","(146, 363, 13)"
"(309, 191, 25)","(365, 188, 7)","(311, 393, 17)"
"(149, 183, 22)","(356, 170, 22)","(145, 340, 15)"
"(313, 162, 24)","(357, 151, 7)","(316, 381, 19)"
"(183, 245, 26)","(378, 236, 19)","(179, 400, 8)"
"(168, 169, 23)","(291, 169, 21)","(161, 332, 19)"
"(334, 227, 25)","(354, 217, 5)","(338, 393, 13)"
"(296, 234, 22)","(330, 227, 8)","(308, 336, 15)"
"(305, 282, 25)","(311, 263, 7)","(307, 362, 10)"
"(199, 261, 24)","(356, 254, 17)","(195, 375, 10)"
"(339, 217, 23)","(349, 209, 3)","(342, 360, 15)"
"(212, 179, 23)","(357, 177, 17)","(210, 365, 20)"
"(316, 152, 22)","(305, 146, 6)","(319, 327, 20)"
"(361, 323, 25)","(383, 289, 2)","(365, 385, 6)"
